Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=10000, clip_grad=False, device='cuda', envname='LunarLander-v2', epsilon_decay=0.9, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=5, eval_period=1000, gamma=0.99, lr=0.001, max_episode_len=1000, model_dir='models/', n_iterations=300000, n_steps=1, natoms=51, no_dist=False, no_double=True, no_dueling=True, no_noisy=True, no_prioritized=True, noisy_std=0.5, save_model=False, start_update=100, target_update_period=100, vmax=100, vmin=-100, write_period=100)
Iteration:       0, Train reward:    3.088, Eval reward:  -28.877, TD loss:  -1.594, Epsiode:    0, Epsilon:     1.0
Iteration:   52400, Train reward:  118.366, Eval reward: -270.049, TD loss: 157.757, Epsiode:   81, Epsilon:    0.01
Iteration:   52500, Train reward:  145.636, Eval reward: -273.996, TD loss:  156.56, Epsiode:   81, Epsilon:    0.01
Iteration:   52600, Train reward:  121.423, Eval reward: -279.175, TD loss:  166.66, Epsiode:   81, Epsilon:    0.01
Iteration:   52700, Train reward:  114.911, Eval reward: -277.209, TD loss: 135.981, Epsiode:   82, Epsilon:    0.01
Iteration:   52800, Train reward:  131.757, Eval reward: -253.005, TD loss: 156.057, Epsiode:   82, Epsilon:    0.01
Iteration:   52900, Train reward:  114.608, Eval reward: -251.591, TD loss: 129.582, Epsiode:   82, Epsilon:    0.01
Iteration:   53000, Train reward:  141.389, Eval reward:   54.914, TD loss: 159.542, Epsiode:   82, Epsilon:    0.01
Iteration:   53100, Train reward:  122.997, Eval reward:   51.838, TD loss: 126.968, Epsiode:   82, Epsilon:    0.01
Iteration:   53200, Train reward:  127.274, Eval reward:    42.27, TD loss: 144.411, Epsiode:   82, Epsilon:    0.01
Iteration:   53300, Train reward:  134.571, Eval reward:   33.298, TD loss: 143.722, Epsiode:   83, Epsilon:    0.01
Iteration:   53400, Train reward:  118.567, Eval reward:    34.83, TD loss: 134.305, Epsiode:   83, Epsilon:    0.01
Iteration:   53500, Train reward:  126.598, Eval reward:   39.496, TD loss: 151.263, Epsiode:   83, Epsilon:    0.01
Iteration:   53600, Train reward:  122.915, Eval reward:   45.781, TD loss: 158.892, Epsiode:   83, Epsilon:    0.01
Iteration:   53700, Train reward:  129.816, Eval reward:   43.034, TD loss: 145.038, Epsiode:   83, Epsilon:    0.01
Iteration:   53800, Train reward:  129.184, Eval reward:   56.813, TD loss: 149.316, Epsiode:   83, Epsilon:    0.01
Iteration:   53900, Train reward:  138.339, Eval reward:   59.603, TD loss: 159.576, Epsiode:   84, Epsilon:    0.01
Iteration:   54000, Train reward:  113.562, Eval reward:   23.807, TD loss: 133.318, Epsiode:   84, Epsilon:    0.01
Iteration:   54100, Train reward:  141.007, Eval reward:     9.61, TD loss: 138.327, Epsiode:   84, Epsilon:    0.01
Iteration:   54200, Train reward:   149.75, Eval reward:   27.784, TD loss: 147.706, Epsiode:   84, Epsilon:    0.01
Iteration:   54300, Train reward:  130.963, Eval reward:   20.607, TD loss: 165.159, Epsiode:   84, Epsilon:    0.01
Iteration:   54400, Train reward:  121.634, Eval reward:   27.294, TD loss:  129.84, Epsiode:   84, Epsilon:    0.01
Iteration:   54500, Train reward:  120.436, Eval reward:    9.761, TD loss: 139.996, Epsiode:   85, Epsilon:    0.01
Iteration:   54600, Train reward:  120.776, Eval reward:   19.919, TD loss: 148.569, Epsiode:   85, Epsilon:    0.01
Iteration:   54700, Train reward:  123.411, Eval reward:   15.574, TD loss: 140.632, Epsiode:   85, Epsilon:    0.01
Iteration:   54800, Train reward:  127.906, Eval reward:   32.105, TD loss: 129.283, Epsiode:   85, Epsilon:    0.01
Iteration:   54900, Train reward:  113.784, Eval reward:   21.554, TD loss: 142.923, Epsiode:   85, Epsilon:    0.01
Iteration:   55000, Train reward:  112.757, Eval reward:  -56.826, TD loss: 139.565, Epsiode:   85, Epsilon:    0.01
Iteration:   55100, Train reward:   114.58, Eval reward:  -33.071, TD loss: 135.465, Epsiode:   85, Epsilon:    0.01
Iteration:   55200, Train reward:   88.831, Eval reward:   -35.76, TD loss: 156.548, Epsiode:   85, Epsilon:    0.01
Iteration:   55300, Train reward:  121.369, Eval reward:  -41.672, TD loss: 141.192, Epsiode:   85, Epsilon:    0.01
Iteration:   55400, Train reward:  118.429, Eval reward:  -30.585, TD loss: 151.912, Epsiode:   86, Epsilon:    0.01
Iteration:   55500, Train reward:  137.756, Eval reward:  -36.141, TD loss: 149.357, Epsiode:   86, Epsilon:    0.01
Iteration:   55600, Train reward:  101.354, Eval reward:  -61.416, TD loss: 139.622, Epsiode:   86, Epsilon:    0.01
Iteration:   55700, Train reward:   100.73, Eval reward:  -41.323, TD loss: 136.588, Epsiode:   86, Epsilon:    0.01
Iteration:   55800, Train reward:  115.859, Eval reward:  -52.027, TD loss:  127.49, Epsiode:   86, Epsilon:    0.01
Iteration:   55900, Train reward:  124.331, Eval reward:  -42.724, TD loss: 135.547, Epsiode:   86, Epsilon:    0.01
Iteration:   56000, Train reward:  127.425, Eval reward:  232.215, TD loss: 146.401, Epsiode:   86, Epsilon:    0.01
Iteration:   56100, Train reward:  114.106, Eval reward:  224.124, TD loss:  150.04, Epsiode:   86, Epsilon:    0.01
Iteration:   56200, Train reward:    128.4, Eval reward:  231.526, TD loss:  150.97, Epsiode:   87, Epsilon:    0.01
Iteration:   56300, Train reward:  106.142, Eval reward:  226.644, TD loss: 158.734, Epsiode:   87, Epsilon:    0.01
Iteration:   56400, Train reward:  112.138, Eval reward:  243.708, TD loss: 153.187, Epsiode:   87, Epsilon:    0.01
Iteration:   56500, Train reward:  129.336, Eval reward:  223.706, TD loss: 154.426, Epsiode:   88, Epsilon:    0.01
Iteration:   56600, Train reward:  133.546, Eval reward:  216.626, TD loss:  124.85, Epsiode:   88, Epsilon:    0.01
Iteration:   56700, Train reward:  127.867, Eval reward:   223.68, TD loss: 134.498, Epsiode:   88, Epsilon:    0.01
Iteration:   56800, Train reward:   90.068, Eval reward:  230.709, TD loss: 141.605, Epsiode:   88, Epsilon:    0.01
Iteration:   56900, Train reward:  103.856, Eval reward:  223.695, TD loss: 143.891, Epsiode:   88, Epsilon:    0.01
Iteration:   57000, Train reward:  145.176, Eval reward:  151.179, TD loss: 150.278, Epsiode:   89, Epsilon:    0.01
Iteration:   57100, Train reward:  144.904, Eval reward:  156.613, TD loss: 141.594, Epsiode:   89, Epsilon:    0.01
Iteration:   57200, Train reward:  143.517, Eval reward:  150.619, TD loss: 121.134, Epsiode:   89, Epsilon:    0.01
Iteration:   57300, Train reward:   131.68, Eval reward:  157.427, TD loss: 136.853, Epsiode:   89, Epsilon:    0.01
Iteration:   57400, Train reward:  131.508, Eval reward:  155.102, TD loss:  145.86, Epsiode:   89, Epsilon:    0.01
Iteration:   57500, Train reward:  129.513, Eval reward:  152.676, TD loss: 146.173, Epsiode:   90, Epsilon:    0.01
Iteration:   57600, Train reward:  131.852, Eval reward:  160.415, TD loss: 151.092, Epsiode:   90, Epsilon:    0.01
Iteration:   57700, Train reward:  161.827, Eval reward:  155.649, TD loss: 152.333, Epsiode:   90, Epsilon:    0.01
Iteration:   57800, Train reward:  121.008, Eval reward:  156.471, TD loss: 173.394, Epsiode:   90, Epsilon:    0.01
Iteration:   57900, Train reward:  155.613, Eval reward:  172.086, TD loss: 155.495, Epsiode:   91, Epsilon:    0.01
Iteration:   58000, Train reward:  130.051, Eval reward:  149.812, TD loss: 146.823, Epsiode:   91, Epsilon:    0.01
Iteration:   58100, Train reward:  133.739, Eval reward:  152.387, TD loss: 152.329, Epsiode:   91, Epsilon:    0.01
Iteration:   58200, Train reward:  127.853, Eval reward:   138.62, TD loss: 161.338, Epsiode:   91, Epsilon:    0.01
Iteration:   58300, Train reward:  113.975, Eval reward:  153.377, TD loss:  156.56, Epsiode:   91, Epsilon:    0.01
Iteration:   58400, Train reward:  114.149, Eval reward:  149.684, TD loss: 153.213, Epsiode:   92, Epsilon:    0.01
Iteration:   58500, Train reward:  130.976, Eval reward:  144.871, TD loss: 142.067, Epsiode:   92, Epsilon:    0.01
Iteration:   58600, Train reward:   134.43, Eval reward:  151.068, TD loss: 153.256, Epsiode:   92, Epsilon:    0.01
Iteration:   58700, Train reward:  135.003, Eval reward:   144.51, TD loss: 141.998, Epsiode:   92, Epsilon:    0.01
Iteration:   58800, Train reward:  163.945, Eval reward:  155.276, TD loss: 136.486, Epsiode:   93, Epsilon:    0.01
Iteration:   58900, Train reward:  155.537, Eval reward:  178.259, TD loss: 149.676, Epsiode:   93, Epsilon:    0.01
Iteration:   59000, Train reward:  139.692, Eval reward:  180.111, TD loss: 130.163, Epsiode:   93, Epsilon:    0.01
Iteration:   59100, Train reward:  164.302, Eval reward:  161.266, TD loss: 156.678, Epsiode:   93, Epsilon:    0.01
Iteration:   59200, Train reward:  154.486, Eval reward:   170.69, TD loss: 158.462, Epsiode:   93, Epsilon:    0.01
Iteration:   59300, Train reward:  155.573, Eval reward:  195.461, TD loss: 165.361, Epsiode:   93, Epsilon:    0.01
Iteration:   59400, Train reward:  169.042, Eval reward:  178.821, TD loss: 144.841, Epsiode:   94, Epsilon:    0.01
Iteration:   59500, Train reward:  142.314, Eval reward:  171.985, TD loss: 160.287, Epsiode:   94, Epsilon:    0.01
Iteration:   59600, Train reward:  187.673, Eval reward:  187.211, TD loss: 159.899, Epsiode:   94, Epsilon:    0.01
Iteration:   59700, Train reward:  160.411, Eval reward:  184.617, TD loss: 141.292, Epsiode:   94, Epsilon:    0.01
Iteration:   59800, Train reward:  174.865, Eval reward:  188.008, TD loss:  145.78, Epsiode:   94, Epsilon:    0.01
Iteration:   59900, Train reward:  161.887, Eval reward:  176.383, TD loss: 134.015, Epsiode:   95, Epsilon:    0.01
Iteration:   60000, Train reward:  170.465, Eval reward:  141.417, TD loss: 136.933, Epsiode:   95, Epsilon:    0.01
Iteration:   60100, Train reward:  160.887, Eval reward:  137.569, TD loss: 157.633, Epsiode:   95, Epsilon:    0.01
Iteration:   60200, Train reward:  169.972, Eval reward:   130.28, TD loss: 137.682, Epsiode:   95, Epsilon:    0.01
Iteration:   60300, Train reward:  158.417, Eval reward:   138.17, TD loss: 146.446, Epsiode:   95, Epsilon:    0.01
Iteration:   60400, Train reward:  170.104, Eval reward:  136.278, TD loss: 152.072, Epsiode:   96, Epsilon:    0.01
Iteration:   60500, Train reward:  169.553, Eval reward:  137.393, TD loss: 149.436, Epsiode:   96, Epsilon:    0.01
Iteration:   60600, Train reward:  161.778, Eval reward:  128.643, TD loss: 150.706, Epsiode:   96, Epsilon:    0.01
Iteration:   60700, Train reward:  151.941, Eval reward:  158.137, TD loss: 157.691, Epsiode:   96, Epsilon:    0.01
Iteration:   60800, Train reward:   168.99, Eval reward:  141.054, TD loss: 147.368, Epsiode:   97, Epsilon:    0.01
Iteration:   60900, Train reward:  164.066, Eval reward:  134.332, TD loss: 151.206, Epsiode:   97, Epsilon:    0.01
Iteration:   61000, Train reward:  160.943, Eval reward:  -29.147, TD loss: 158.096, Epsiode:   97, Epsilon:    0.01
Iteration:   61100, Train reward:  158.998, Eval reward:   -46.39, TD loss: 146.867, Epsiode:   97, Epsilon:    0.01
Iteration:   61200, Train reward:  187.352, Eval reward:  -35.204, TD loss: 150.377, Epsiode:   97, Epsilon:    0.01
Iteration:   61300, Train reward:   171.63, Eval reward:  -44.359, TD loss: 155.898, Epsiode:   97, Epsilon:    0.01
Iteration:   61400, Train reward:  179.848, Eval reward:  -25.353, TD loss: 144.053, Epsiode:   97, Epsilon:    0.01
Iteration:   61500, Train reward:   176.43, Eval reward:   -31.07, TD loss: 145.934, Epsiode:   97, Epsilon:    0.01
Iteration:   61600, Train reward:  186.368, Eval reward:  -40.086, TD loss: 130.903, Epsiode:   98, Epsilon:    0.01
Iteration:   61700, Train reward:  199.195, Eval reward:  -27.218, TD loss: 156.793, Epsiode:   98, Epsilon:    0.01
Iteration:   61800, Train reward:   185.15, Eval reward:  -29.657, TD loss: 161.447, Epsiode:   98, Epsilon:    0.01
Iteration:   61900, Train reward:  198.977, Eval reward:  -26.661, TD loss: 161.728, Epsiode:   98, Epsilon:    0.01
Iteration:   62000, Train reward:  199.402, Eval reward: -130.705, TD loss: 138.097, Epsiode:   99, Epsilon:    0.01
Iteration:   62100, Train reward:  177.864, Eval reward: -115.254, TD loss: 164.692, Epsiode:   99, Epsilon:    0.01
Iteration:   62200, Train reward:  181.281, Eval reward: -136.677, TD loss: 150.698, Epsiode:   99, Epsilon:    0.01
Iteration:   62300, Train reward:  172.413, Eval reward: -128.479, TD loss: 147.211, Epsiode:   99, Epsilon:    0.01
Iteration:   62400, Train reward:  182.881, Eval reward: -121.305, TD loss: 149.327, Epsiode:   99, Epsilon:    0.01
Iteration:   62500, Train reward:  173.796, Eval reward: -144.029, TD loss: 151.474, Epsiode:   99, Epsilon:    0.01
Iteration:   62600, Train reward:  183.386, Eval reward: -148.772, TD loss: 147.801, Epsiode:   99, Epsilon:    0.01
Iteration:   62700, Train reward:  196.746, Eval reward: -133.322, TD loss: 153.639, Epsiode:  100, Epsilon:    0.01
Iteration:   62800, Train reward:  203.732, Eval reward: -137.754, TD loss: 149.994, Epsiode:  100, Epsilon:    0.01
Iteration:   62900, Train reward:  194.682, Eval reward: -139.622, TD loss: 148.111, Epsiode:  100, Epsilon:    0.01
Iteration:   63000, Train reward:  170.157, Eval reward:  139.102, TD loss: 161.504, Epsiode:  100, Epsilon:    0.01
Iteration:   63100, Train reward:   185.38, Eval reward:  155.096, TD loss: 139.346, Epsiode:  100, Epsilon:    0.01
Iteration:   63200, Train reward:  186.567, Eval reward:  150.102, TD loss:  149.36, Epsiode:  100, Epsilon:    0.01
Iteration:   63300, Train reward:  203.693, Eval reward:  145.501, TD loss: 160.123, Epsiode:  101, Epsilon:    0.01
Iteration:   63400, Train reward:  207.284, Eval reward:  152.262, TD loss: 167.868, Epsiode:  101, Epsilon:    0.01
Iteration:   63500, Train reward:  208.343, Eval reward:  141.285, TD loss: 130.171, Epsiode:  101, Epsilon:    0.01
Iteration:   63600, Train reward:  187.734, Eval reward:  146.938, TD loss: 133.665, Epsiode:  101, Epsilon:    0.01
Iteration:   63700, Train reward:  183.283, Eval reward:  132.423, TD loss: 145.984, Epsiode:  102, Epsilon:    0.01
Iteration:   63800, Train reward:  162.847, Eval reward:  158.028, TD loss: 155.773, Epsiode:  103, Epsilon:    0.01
Iteration:   63900, Train reward:  148.232, Eval reward:  124.089, TD loss: 142.256, Epsiode:  103, Epsilon:    0.01
Iteration:   64000, Train reward:   165.39, Eval reward:    41.56, TD loss: 151.231, Epsiode:  103, Epsilon:    0.01
Iteration:   64100, Train reward:  155.919, Eval reward:   54.982, TD loss: 147.443, Epsiode:  103, Epsilon:    0.01
Iteration:   64200, Train reward:  171.543, Eval reward:   34.563, TD loss: 151.157, Epsiode:  103, Epsilon:    0.01
Iteration:   64300, Train reward:  163.235, Eval reward:   46.899, TD loss: 160.756, Epsiode:  104, Epsilon:    0.01
Iteration:   64400, Train reward:  143.831, Eval reward:   40.346, TD loss: 150.425, Epsiode:  104, Epsilon:    0.01
Iteration:   64500, Train reward:  166.684, Eval reward:   59.394, TD loss: 146.736, Epsiode:  104, Epsilon:    0.01
Iteration:   64600, Train reward:  169.483, Eval reward:   62.609, TD loss: 170.631, Epsiode:  104, Epsilon:    0.01
Iteration:   64700, Train reward:  159.205, Eval reward:   49.216, TD loss: 150.095, Epsiode:  104, Epsilon:    0.01
Iteration:   64800, Train reward:  176.666, Eval reward:   51.297, TD loss: 134.539, Epsiode:  105, Epsilon:    0.01
Iteration:   64900, Train reward:  168.041, Eval reward:   49.438, TD loss: 155.444, Epsiode:  105, Epsilon:    0.01
Iteration:   65000, Train reward:  181.965, Eval reward:  142.813, TD loss: 150.598, Epsiode:  105, Epsilon:    0.01
Iteration:   65100, Train reward:  181.618, Eval reward:  144.621, TD loss: 157.497, Epsiode:  105, Epsilon:    0.01
Iteration:   65200, Train reward:  173.619, Eval reward:  148.641, TD loss: 145.683, Epsiode:  106, Epsilon:    0.01
Iteration:   65300, Train reward:  187.216, Eval reward:  160.779, TD loss: 133.635, Epsiode:  106, Epsilon:    0.01
Iteration:   65400, Train reward:  190.977, Eval reward:  151.025, TD loss: 138.913, Epsiode:  106, Epsilon:    0.01
Iteration:   65500, Train reward:  187.021, Eval reward:  130.742, TD loss: 169.631, Epsiode:  106, Epsilon:    0.01
Iteration:   65600, Train reward:  182.328, Eval reward:   136.12, TD loss: 155.958, Epsiode:  106, Epsilon:    0.01
Iteration:   65700, Train reward:  195.438, Eval reward:  146.756, TD loss: 152.359, Epsiode:  107, Epsilon:    0.01
Iteration:   65800, Train reward:  179.039, Eval reward:  140.636, TD loss: 156.807, Epsiode:  107, Epsilon:    0.01
Iteration:   65900, Train reward:  178.129, Eval reward:  155.307, TD loss:  171.27, Epsiode:  107, Epsilon:    0.01
Iteration:   66000, Train reward:  181.417, Eval reward:  149.823, TD loss: 167.781, Epsiode:  107, Epsilon:    0.01
Iteration:   66100, Train reward:  193.855, Eval reward:  134.608, TD loss: 143.652, Epsiode:  107, Epsilon:    0.01
Iteration:   66200, Train reward:  180.562, Eval reward:  154.618, TD loss: 149.485, Epsiode:  107, Epsilon:    0.01
Iteration:   66300, Train reward:  167.964, Eval reward:  161.027, TD loss: 150.492, Epsiode:  108, Epsilon:    0.01
Iteration:   66400, Train reward:  157.603, Eval reward:  171.467, TD loss: 153.733, Epsiode:  108, Epsilon:    0.01
Iteration:   66500, Train reward:  169.693, Eval reward:  158.836, TD loss: 157.889, Epsiode:  108, Epsilon:    0.01
Iteration:   66600, Train reward:  163.982, Eval reward:  163.734, TD loss: 142.637, Epsiode:  108, Epsilon:    0.01
Iteration:   66700, Train reward:  181.276, Eval reward:   138.86, TD loss:  159.81, Epsiode:  108, Epsilon:    0.01
Iteration:   66800, Train reward:  167.499, Eval reward:  158.279, TD loss: 174.102, Epsiode:  108, Epsilon:    0.01
Iteration:   66900, Train reward:  182.687, Eval reward:  174.564, TD loss: 137.758, Epsiode:  108, Epsilon:    0.01
Iteration:   67000, Train reward:  160.599, Eval reward:  173.882, TD loss: 145.922, Epsiode:  108, Epsilon:    0.01
Iteration:   67100, Train reward:  161.894, Eval reward:  152.295, TD loss: 141.557, Epsiode:  108, Epsilon:    0.01
Iteration:   67200, Train reward:  160.966, Eval reward:  143.901, TD loss: 156.917, Epsiode:  108, Epsilon:    0.01
Iteration:   67300, Train reward:  175.727, Eval reward:  146.744, TD loss: 166.328, Epsiode:  109, Epsilon:    0.01
Iteration:   67400, Train reward:  144.039, Eval reward:   146.83, TD loss: 161.855, Epsiode:  109, Epsilon:    0.01
Iteration:   67500, Train reward:  146.234, Eval reward:  161.901, TD loss: 151.959, Epsiode:  109, Epsilon:    0.01
Iteration:   67600, Train reward:  147.857, Eval reward:  158.183, TD loss: 163.439, Epsiode:  109, Epsilon:    0.01
Iteration:   67700, Train reward:   152.37, Eval reward:  153.066, TD loss: 164.971, Epsiode:  109, Epsilon:    0.01
Iteration:   67800, Train reward:  139.689, Eval reward:  165.203, TD loss: 146.143, Epsiode:  109, Epsilon:    0.01
Iteration:   67900, Train reward:  157.673, Eval reward:  148.665, TD loss: 138.893, Epsiode:  110, Epsilon:    0.01
Iteration:   68000, Train reward:  154.633, Eval reward:  -90.869, TD loss: 152.838, Epsiode:  110, Epsilon:    0.01
Iteration:   68100, Train reward:  147.143, Eval reward:  -96.259, TD loss: 159.885, Epsiode:  110, Epsilon:    0.01
Iteration:   68200, Train reward:   135.66, Eval reward: -104.363, TD loss:  153.29, Epsiode:  110, Epsilon:    0.01
Iteration:   68300, Train reward:  136.236, Eval reward: -105.444, TD loss: 153.525, Epsiode:  110, Epsilon:    0.01
Iteration:   68400, Train reward:  149.071, Eval reward:  -98.724, TD loss: 159.114, Epsiode:  110, Epsilon:    0.01
Iteration:   68500, Train reward:  143.094, Eval reward: -103.837, TD loss: 149.778, Epsiode:  110, Epsilon:    0.01
Iteration:   68600, Train reward:   147.48, Eval reward: -113.219, TD loss: 157.947, Epsiode:  110, Epsilon:    0.01
Iteration:   68700, Train reward:  149.472, Eval reward: -100.218, TD loss:  153.51, Epsiode:  110, Epsilon:    0.01
Iteration:   68800, Train reward:  165.026, Eval reward:  -94.826, TD loss:  161.99, Epsiode:  110, Epsilon:    0.01
Iteration:   68900, Train reward:  152.625, Eval reward: -116.337, TD loss: 164.766, Epsiode:  111, Epsilon:    0.01
Iteration:   69000, Train reward:   137.33, Eval reward:  -136.95, TD loss: 149.749, Epsiode:  111, Epsilon:    0.01
Iteration:   69100, Train reward:  133.174, Eval reward: -127.664, TD loss:   159.6, Epsiode:  111, Epsilon:    0.01
Iteration:   69200, Train reward:  129.762, Eval reward:  -146.01, TD loss: 169.144, Epsiode:  111, Epsilon:    0.01
Iteration:   69300, Train reward:  130.891, Eval reward: -133.625, TD loss: 150.827, Epsiode:  112, Epsilon:    0.01
Iteration:   69400, Train reward:  120.393, Eval reward: -134.471, TD loss: 159.856, Epsiode:  112, Epsilon:    0.01
Iteration:   69500, Train reward:  116.243, Eval reward: -129.181, TD loss: 134.191, Epsiode:  112, Epsilon:    0.01
Iteration:   69600, Train reward:  112.133, Eval reward: -158.474, TD loss: 133.449, Epsiode:  112, Epsilon:    0.01
Iteration:   69700, Train reward:  118.182, Eval reward: -121.204, TD loss: 146.365, Epsiode:  113, Epsilon:    0.01
Iteration:   69800, Train reward:  122.532, Eval reward: -135.717, TD loss: 150.158, Epsiode:  113, Epsilon:    0.01
Iteration:   69900, Train reward:  108.876, Eval reward: -131.871, TD loss: 143.932, Epsiode:  113, Epsilon:    0.01
Iteration:   70000, Train reward:  136.959, Eval reward:  -49.064, TD loss: 125.855, Epsiode:  113, Epsilon:    0.01
Iteration:   70100, Train reward:  112.559, Eval reward:  -52.299, TD loss: 154.207, Epsiode:  114, Epsilon:    0.01
Iteration:   70200, Train reward:   89.226, Eval reward:  -53.227, TD loss: 169.551, Epsiode:  114, Epsilon:    0.01
Iteration:   70300, Train reward:   114.12, Eval reward:  -49.908, TD loss:  150.12, Epsiode:  114, Epsilon:    0.01
Iteration:   70400, Train reward:  112.898, Eval reward:  -48.468, TD loss: 149.839, Epsiode:  114, Epsilon:    0.01
Iteration:   70500, Train reward:  105.692, Eval reward:  -50.522, TD loss: 150.324, Epsiode:  114, Epsilon:    0.01
Iteration:   70600, Train reward:   97.979, Eval reward:  -56.549, TD loss: 155.066, Epsiode:  114, Epsilon:    0.01
Iteration:   70700, Train reward:  105.268, Eval reward:   -40.68, TD loss: 143.817, Epsiode:  114, Epsilon:    0.01
Iteration:   70800, Train reward:  111.248, Eval reward:  -58.498, TD loss: 143.344, Epsiode:  114, Epsilon:    0.01
Iteration:   70900, Train reward:  103.314, Eval reward:  -47.174, TD loss: 122.939, Epsiode:  114, Epsilon:    0.01
Iteration:   71000, Train reward:  129.383, Eval reward:   63.474, TD loss: 140.391, Epsiode:  114, Epsilon:    0.01
Iteration:   71100, Train reward:   97.566, Eval reward:   63.065, TD loss:  146.62, Epsiode:  115, Epsilon:    0.01
Iteration:   71200, Train reward:  101.534, Eval reward:   64.835, TD loss: 123.158, Epsiode:  115, Epsilon:    0.01
Iteration:   71300, Train reward:   80.401, Eval reward:   60.796, TD loss: 121.044, Epsiode:  115, Epsilon:    0.01
Iteration:   71400, Train reward:  111.412, Eval reward:    72.97, TD loss: 162.582, Epsiode:  115, Epsilon:    0.01
Iteration:   71500, Train reward:   89.269, Eval reward:   62.412, TD loss: 135.489, Epsiode:  115, Epsilon:    0.01
Iteration:   71600, Train reward:   84.483, Eval reward:   80.939, TD loss: 137.263, Epsiode:  115, Epsilon:    0.01
Iteration:   71700, Train reward:   65.764, Eval reward:   45.514, TD loss: 152.967, Epsiode:  116, Epsilon:    0.01
Iteration:   71800, Train reward:   75.492, Eval reward:   68.727, TD loss: 151.887, Epsiode:  116, Epsilon:    0.01
Iteration:   71900, Train reward:   74.789, Eval reward:   40.271, TD loss: 153.472, Epsiode:  116, Epsilon:    0.01
Iteration:   72000, Train reward:   76.011, Eval reward:  -41.012, TD loss:  134.19, Epsiode:  116, Epsilon:    0.01
Iteration:   72100, Train reward:   70.614, Eval reward:  -34.847, TD loss: 144.673, Epsiode:  116, Epsilon:    0.01
Iteration:   72200, Train reward:   58.252, Eval reward:   -31.09, TD loss: 124.254, Epsiode:  116, Epsilon:    0.01
Iteration:   72300, Train reward:   81.161, Eval reward:  -24.064, TD loss:  128.82, Epsiode:  116, Epsilon:    0.01
Iteration:   72400, Train reward:   72.644, Eval reward:  -23.176, TD loss: 131.883, Epsiode:  116, Epsilon:    0.01
Iteration:   72500, Train reward:   89.563, Eval reward:  -27.195, TD loss: 151.851, Epsiode:  116, Epsilon:    0.01
Iteration:   72600, Train reward:   85.119, Eval reward:  -35.895, TD loss: 144.284, Epsiode:  116, Epsilon:    0.01
Iteration:   72700, Train reward:   73.747, Eval reward:  -37.116, TD loss: 137.001, Epsiode:  117, Epsilon:    0.01
Iteration:   72800, Train reward:   69.883, Eval reward:  -28.368, TD loss: 129.828, Epsiode:  117, Epsilon:    0.01
Iteration:   72900, Train reward:   76.875, Eval reward:  -23.291, TD loss: 150.816, Epsiode:  117, Epsilon:    0.01
Iteration:   73000, Train reward:   57.537, Eval reward:    6.527, TD loss: 127.667, Epsiode:  118, Epsilon:    0.01
Iteration:   73100, Train reward:   49.626, Eval reward:    6.785, TD loss: 127.853, Epsiode:  118, Epsilon:    0.01
Iteration:   73200, Train reward:   59.788, Eval reward:     1.25, TD loss: 128.146, Epsiode:  118, Epsilon:    0.01
Iteration:   73300, Train reward:   50.182, Eval reward:    6.931, TD loss: 134.702, Epsiode:  118, Epsilon:    0.01
Iteration:   73400, Train reward:   50.092, Eval reward:    2.805, TD loss: 135.309, Epsiode:  119, Epsilon:    0.01
Iteration:   73500, Train reward:   51.904, Eval reward:   22.859, TD loss: 146.784, Epsiode:  119, Epsilon:    0.01
Iteration:   73600, Train reward:    43.12, Eval reward:    0.817, TD loss: 139.495, Epsiode:  119, Epsilon:    0.01
Iteration:   73700, Train reward:   40.942, Eval reward:   16.244, TD loss: 139.785, Epsiode:  119, Epsilon:    0.01
Iteration:   73800, Train reward:   32.372, Eval reward:    -7.68, TD loss: 136.043, Epsiode:  119, Epsilon:    0.01
Iteration:   73900, Train reward:   76.394, Eval reward:  -11.844, TD loss: 151.351, Epsiode:  120, Epsilon:    0.01
Iteration:   74000, Train reward:   44.954, Eval reward:  -14.811, TD loss: 144.452, Epsiode:  120, Epsilon:    0.01
Iteration:   74100, Train reward:   56.718, Eval reward:   -0.688, TD loss: 130.298, Epsiode:  120, Epsilon:    0.01
Iteration:   74200, Train reward:   27.552, Eval reward:   16.888, TD loss: 141.768, Epsiode:  120, Epsilon:    0.01
Iteration:   74300, Train reward:   41.496, Eval reward:    9.207, TD loss: 126.728, Epsiode:  121, Epsilon:    0.01
Iteration:   74400, Train reward:   41.785, Eval reward:   -0.391, TD loss:  136.42, Epsiode:  121, Epsilon:    0.01
Iteration:   74500, Train reward:   32.324, Eval reward:    5.336, TD loss: 127.126, Epsiode:  121, Epsilon:    0.01
Iteration:   74600, Train reward:   47.941, Eval reward:   -8.076, TD loss: 139.489, Epsiode:  121, Epsilon:    0.01
Iteration:   74700, Train reward:   43.244, Eval reward:   12.025, TD loss: 122.253, Epsiode:  121, Epsilon:    0.01
Iteration:   74800, Train reward:   57.415, Eval reward:   -3.012, TD loss: 127.634, Epsiode:  121, Epsilon:    0.01
Iteration:   74900, Train reward:   33.599, Eval reward:     0.17, TD loss: 137.128, Epsiode:  121, Epsilon:    0.01
Iteration:   75000, Train reward:   33.034, Eval reward:   75.805, TD loss: 125.131, Epsiode:  121, Epsilon:    0.01
