Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=10000, clip_grad=False, device='cuda', envname='LunarLander-v2', epsilon_decay=0.9, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=5, eval_period=1000, gamma=0.99, lr=0.001, max_episode_len=1000, model_dir='models/', n_iterations=300000, n_steps=1, natoms=51, no_dist=False, no_double=True, no_dueling=True, no_noisy=True, no_prioritized=True, noisy_std=0.5, save_model=False, start_update=100, target_update_period=100, vmax=100, vmin=-100, write_period=100)
Iteration:       0, Train reward:   12.434, Eval reward: -513.512, TD loss:  14.869, Epsiode:    0, Epsilon:     1.0
Iteration:   71600, Train reward:   94.271, Eval reward:  -54.747, TD loss: 149.199, Epsiode:  105, Epsilon:    0.01
Iteration:   71700, Train reward:   83.022, Eval reward:  -30.231, TD loss: 139.767, Epsiode:  105, Epsilon:    0.01
Iteration:   71800, Train reward:   92.003, Eval reward:  -14.633, TD loss: 115.513, Epsiode:  105, Epsilon:    0.01
Iteration:   71900, Train reward:   90.787, Eval reward:  -44.051, TD loss: 144.027, Epsiode:  105, Epsilon:    0.01
Iteration:   72000, Train reward:  115.986, Eval reward:   54.852, TD loss: 160.752, Epsiode:  105, Epsilon:    0.01
Iteration:   72100, Train reward:   92.041, Eval reward:   68.584, TD loss: 126.329, Epsiode:  106, Epsilon:    0.01
Iteration:   72200, Train reward:  118.922, Eval reward:   73.025, TD loss: 128.247, Epsiode:  106, Epsilon:    0.01
Iteration:   72300, Train reward:   91.815, Eval reward:   55.999, TD loss: 128.922, Epsiode:  106, Epsilon:    0.01
Iteration:   72400, Train reward:  121.001, Eval reward:   53.327, TD loss: 118.789, Epsiode:  106, Epsilon:    0.01
Iteration:   72500, Train reward:   69.483, Eval reward:   64.353, TD loss: 111.008, Epsiode:  107, Epsilon:    0.01
Iteration:   72600, Train reward:   95.879, Eval reward:   60.124, TD loss: 114.623, Epsiode:  107, Epsilon:    0.01
Iteration:   72700, Train reward:   77.755, Eval reward:   63.311, TD loss: 123.586, Epsiode:  107, Epsilon:    0.01
Iteration:   72800, Train reward:   64.478, Eval reward:   51.774, TD loss: 152.182, Epsiode:  107, Epsilon:    0.01
Iteration:   72900, Train reward:   94.296, Eval reward:   59.975, TD loss: 138.108, Epsiode:  107, Epsilon:    0.01
Iteration:   73000, Train reward:   97.623, Eval reward:   53.767, TD loss: 133.268, Epsiode:  107, Epsilon:    0.01
Iteration:   73100, Train reward:   88.775, Eval reward:   61.246, TD loss: 130.179, Epsiode:  108, Epsilon:    0.01
Iteration:   73200, Train reward:   82.769, Eval reward:   64.588, TD loss: 130.136, Epsiode:  108, Epsilon:    0.01
Iteration:   73300, Train reward:  101.635, Eval reward:   47.046, TD loss: 134.314, Epsiode:  108, Epsilon:    0.01
Iteration:   73400, Train reward:   94.626, Eval reward:   89.849, TD loss: 115.341, Epsiode:  108, Epsilon:    0.01
Iteration:   73500, Train reward:    99.75, Eval reward:  106.874, TD loss: 123.835, Epsiode:  108, Epsilon:    0.01
Iteration:   73600, Train reward:   85.866, Eval reward:   81.758, TD loss: 137.742, Epsiode:  109, Epsilon:    0.01
Iteration:   73700, Train reward:  109.207, Eval reward:   74.257, TD loss: 152.095, Epsiode:  109, Epsilon:    0.01
Iteration:   73800, Train reward:    92.03, Eval reward:   67.627, TD loss: 112.406, Epsiode:  109, Epsilon:    0.01
Iteration:   73900, Train reward:   95.002, Eval reward:   65.811, TD loss:   136.5, Epsiode:  109, Epsilon:    0.01
Iteration:   74000, Train reward:   93.942, Eval reward:   34.318, TD loss: 119.637, Epsiode:  109, Epsilon:    0.01
Iteration:   74100, Train reward:  100.714, Eval reward:   59.392, TD loss: 122.295, Epsiode:  109, Epsilon:    0.01
Iteration:   74200, Train reward:   97.609, Eval reward:   61.643, TD loss: 132.389, Epsiode:  110, Epsilon:    0.01
Iteration:   74300, Train reward:  122.049, Eval reward:   56.551, TD loss: 150.806, Epsiode:  110, Epsilon:    0.01
Iteration:   74400, Train reward:  113.622, Eval reward:   41.991, TD loss: 133.439, Epsiode:  110, Epsilon:    0.01
Iteration:   74500, Train reward:   90.676, Eval reward:   68.128, TD loss:  134.42, Epsiode:  110, Epsilon:    0.01
Iteration:   74600, Train reward:  107.805, Eval reward:   51.862, TD loss: 128.852, Epsiode:  110, Epsilon:    0.01
Iteration:   74700, Train reward:  104.106, Eval reward:   46.029, TD loss: 119.718, Epsiode:  110, Epsilon:    0.01
Iteration:   74800, Train reward:   108.99, Eval reward:   46.419, TD loss: 132.474, Epsiode:  110, Epsilon:    0.01
Iteration:   74900, Train reward:  121.295, Eval reward:   49.502, TD loss:  132.93, Epsiode:  110, Epsilon:    0.01
Iteration:   75000, Train reward:   99.532, Eval reward:  124.625, TD loss: 109.231, Epsiode:  111, Epsilon:    0.01
Iteration:   75100, Train reward:  100.543, Eval reward:  128.806, TD loss: 145.032, Epsiode:  111, Epsilon:    0.01
Iteration:   75200, Train reward:   88.287, Eval reward:  130.369, TD loss: 130.183, Epsiode:  111, Epsilon:    0.01
Iteration:   75300, Train reward:   96.304, Eval reward:  123.051, TD loss:  140.55, Epsiode:  111, Epsilon:    0.01
Iteration:   75400, Train reward:   70.041, Eval reward:  123.758, TD loss: 134.704, Epsiode:  112, Epsilon:    0.01
Iteration:   75500, Train reward:   81.994, Eval reward:  126.435, TD loss: 131.178, Epsiode:  112, Epsilon:    0.01
Iteration:   75600, Train reward:   80.088, Eval reward:  119.006, TD loss:  129.06, Epsiode:  112, Epsilon:    0.01
Iteration:   75700, Train reward:   74.813, Eval reward:   134.87, TD loss: 136.421, Epsiode:  112, Epsilon:    0.01
Iteration:   75800, Train reward:   87.504, Eval reward:  129.263, TD loss: 133.911, Epsiode:  112, Epsilon:    0.01
Iteration:   75900, Train reward:   89.719, Eval reward:  131.746, TD loss: 137.583, Epsiode:  112, Epsilon:    0.01
Iteration:   76000, Train reward:   86.903, Eval reward:  -20.575, TD loss: 125.754, Epsiode:  113, Epsilon:    0.01
Iteration:   76100, Train reward:   83.823, Eval reward:   -3.001, TD loss: 134.139, Epsiode:  113, Epsilon:    0.01
Iteration:   76200, Train reward:   91.123, Eval reward:  -21.829, TD loss: 142.919, Epsiode:  113, Epsilon:    0.01
Iteration:   76300, Train reward:   79.567, Eval reward:    0.211, TD loss: 160.163, Epsiode:  113, Epsilon:    0.01
Iteration:   76400, Train reward:   81.513, Eval reward:   -4.334, TD loss: 128.341, Epsiode:  113, Epsilon:    0.01
Iteration:   76500, Train reward:   95.822, Eval reward:    4.449, TD loss: 136.768, Epsiode:  113, Epsilon:    0.01
Iteration:   76600, Train reward:   84.697, Eval reward:  -26.722, TD loss: 138.127, Epsiode:  113, Epsilon:    0.01
Iteration:   76700, Train reward:   82.793, Eval reward:   -9.034, TD loss: 135.379, Epsiode:  113, Epsilon:    0.01
Iteration:   76800, Train reward:   97.994, Eval reward:   22.188, TD loss: 112.097, Epsiode:  113, Epsilon:    0.01
Iteration:   76900, Train reward:   93.234, Eval reward:   -2.368, TD loss: 140.176, Epsiode:  114, Epsilon:    0.01
Iteration:   77000, Train reward:   72.078, Eval reward:  187.475, TD loss:  121.29, Epsiode:  114, Epsilon:    0.01
Iteration:   77100, Train reward:   94.896, Eval reward:  194.742, TD loss: 161.634, Epsiode:  114, Epsilon:    0.01
Iteration:   77200, Train reward:   83.615, Eval reward:  181.317, TD loss: 127.063, Epsiode:  115, Epsilon:    0.01
Iteration:   77300, Train reward:   89.174, Eval reward:  181.113, TD loss:  135.94, Epsiode:  115, Epsilon:    0.01
Iteration:   77400, Train reward:   83.742, Eval reward:  210.649, TD loss: 121.805, Epsiode:  115, Epsilon:    0.01
Iteration:   77500, Train reward:  100.423, Eval reward:  185.304, TD loss: 141.266, Epsiode:  115, Epsilon:    0.01
Iteration:   77600, Train reward:   81.255, Eval reward:  183.502, TD loss:  142.43, Epsiode:  115, Epsilon:    0.01
Iteration:   77700, Train reward:   75.184, Eval reward:  192.111, TD loss: 128.292, Epsiode:  115, Epsilon:    0.01
Iteration:   77800, Train reward:  100.753, Eval reward:  184.006, TD loss:  145.97, Epsiode:  116, Epsilon:    0.01
Iteration:   77900, Train reward:   94.938, Eval reward:  207.062, TD loss: 166.147, Epsiode:  116, Epsilon:    0.01
Iteration:   78000, Train reward:   81.198, Eval reward:  148.963, TD loss: 128.577, Epsiode:  116, Epsilon:    0.01
Iteration:   78100, Train reward:   93.228, Eval reward:   138.59, TD loss: 152.283, Epsiode:  116, Epsilon:    0.01
Iteration:   78200, Train reward:  109.188, Eval reward:   138.92, TD loss: 135.043, Epsiode:  116, Epsilon:    0.01
Iteration:   78300, Train reward:   86.822, Eval reward:   150.58, TD loss: 146.929, Epsiode:  116, Epsilon:    0.01
Iteration:   78400, Train reward:   93.498, Eval reward:  136.227, TD loss: 130.435, Epsiode:  116, Epsilon:    0.01
Iteration:   78500, Train reward:  101.683, Eval reward:   154.74, TD loss: 128.212, Epsiode:  116, Epsilon:    0.01
Iteration:   78600, Train reward:   92.239, Eval reward:    153.9, TD loss:  126.77, Epsiode:  117, Epsilon:    0.01
Iteration:   78700, Train reward:  121.111, Eval reward:  135.614, TD loss: 119.825, Epsiode:  117, Epsilon:    0.01
Iteration:   78800, Train reward:  118.009, Eval reward:  156.145, TD loss: 139.745, Epsiode:  117, Epsilon:    0.01
Iteration:   78900, Train reward:  113.262, Eval reward:   140.48, TD loss: 126.613, Epsiode:  117, Epsilon:    0.01
Iteration:   79000, Train reward:  112.579, Eval reward:   98.785, TD loss: 138.572, Epsiode:  117, Epsilon:    0.01
Iteration:   79100, Train reward:  120.204, Eval reward:  126.791, TD loss: 142.678, Epsiode:  117, Epsilon:    0.01
Iteration:   79200, Train reward:  128.667, Eval reward:   123.42, TD loss: 140.203, Epsiode:  117, Epsilon:    0.01
Iteration:   79300, Train reward:   121.78, Eval reward:  121.221, TD loss: 132.398, Epsiode:  118, Epsilon:    0.01
Iteration:   79400, Train reward:  132.746, Eval reward:  108.938, TD loss:  127.16, Epsiode:  118, Epsilon:    0.01
Iteration:   79500, Train reward:  115.907, Eval reward:  117.212, TD loss: 147.532, Epsiode:  118, Epsilon:    0.01
Iteration:   79600, Train reward:  134.913, Eval reward:  134.828, TD loss: 134.427, Epsiode:  118, Epsilon:    0.01
Iteration:   79700, Train reward:  119.604, Eval reward:  133.843, TD loss: 139.411, Epsiode:  119, Epsilon:    0.01
Iteration:   79800, Train reward:   99.936, Eval reward:  114.842, TD loss: 150.969, Epsiode:  119, Epsilon:    0.01
Iteration:   79900, Train reward:  108.381, Eval reward:   104.16, TD loss: 139.713, Epsiode:  119, Epsilon:    0.01
Iteration:   80000, Train reward:   120.48, Eval reward:    0.209, TD loss: 142.209, Epsiode:  119, Epsilon:    0.01
Iteration:   80100, Train reward:  135.088, Eval reward:    5.817, TD loss: 154.515, Epsiode:  119, Epsilon:    0.01
Iteration:   80200, Train reward:  108.893, Eval reward:    5.039, TD loss: 148.159, Epsiode:  119, Epsilon:    0.01
Iteration:   80300, Train reward:  118.421, Eval reward:   -5.936, TD loss: 132.381, Epsiode:  120, Epsilon:    0.01
Iteration:   80400, Train reward:  136.487, Eval reward:  -13.853, TD loss: 114.308, Epsiode:  120, Epsilon:    0.01
Iteration:   80500, Train reward:  100.662, Eval reward:  -14.863, TD loss: 134.202, Epsiode:  120, Epsilon:    0.01
Iteration:   80600, Train reward:  117.429, Eval reward:   12.068, TD loss: 132.867, Epsiode:  120, Epsilon:    0.01
Iteration:   80700, Train reward:  114.969, Eval reward:   -19.72, TD loss: 153.598, Epsiode:  120, Epsilon:    0.01
Iteration:   80800, Train reward:  108.839, Eval reward:    2.021, TD loss:  143.21, Epsiode:  120, Epsilon:    0.01
Iteration:   80900, Train reward:  113.945, Eval reward:  -23.542, TD loss: 158.771, Epsiode:  120, Epsilon:    0.01
Iteration:   81000, Train reward:   113.49, Eval reward: -205.918, TD loss: 142.934, Epsiode:  121, Epsilon:    0.01
Iteration:   81100, Train reward:   90.751, Eval reward: -200.408, TD loss: 124.698, Epsiode:  122, Epsilon:    0.01
Iteration:   81200, Train reward:  114.683, Eval reward: -208.811, TD loss: 151.512, Epsiode:  122, Epsilon:    0.01
Iteration:   81300, Train reward:  101.315, Eval reward: -203.724, TD loss: 135.687, Epsiode:  122, Epsilon:    0.01
Iteration:   81400, Train reward:   95.366, Eval reward: -208.441, TD loss: 144.721, Epsiode:  122, Epsilon:    0.01
Iteration:   81500, Train reward:  117.505, Eval reward:  -209.38, TD loss: 145.252, Epsiode:  122, Epsilon:    0.01
Iteration:   81600, Train reward:   92.019, Eval reward: -211.767, TD loss: 154.163, Epsiode:  122, Epsilon:    0.01
Iteration:   81700, Train reward:   87.811, Eval reward: -209.802, TD loss: 141.999, Epsiode:  122, Epsilon:    0.01
Iteration:   81800, Train reward:    91.12, Eval reward:  -201.08, TD loss:  153.64, Epsiode:  122, Epsilon:    0.01
Iteration:   81900, Train reward:  106.391, Eval reward: -191.856, TD loss: 131.961, Epsiode:  123, Epsilon:    0.01
Iteration:   82000, Train reward:  108.587, Eval reward:    97.14, TD loss:  147.84, Epsiode:  123, Epsilon:    0.01
Iteration:   82100, Train reward:  107.179, Eval reward:   78.749, TD loss: 146.502, Epsiode:  124, Epsilon:    0.01
Iteration:   82200, Train reward:  105.157, Eval reward:   76.774, TD loss: 130.641, Epsiode:  124, Epsilon:    0.01
Iteration:   82300, Train reward:  124.112, Eval reward:   94.874, TD loss: 141.081, Epsiode:  124, Epsilon:    0.01
Iteration:   82400, Train reward:  127.253, Eval reward:   78.307, TD loss: 132.218, Epsiode:  124, Epsilon:    0.01
Iteration:   82500, Train reward:  104.317, Eval reward:     89.1, TD loss: 136.042, Epsiode:  124, Epsilon:    0.01
Iteration:   82600, Train reward:  131.051, Eval reward:   79.237, TD loss: 156.686, Epsiode:  124, Epsilon:    0.01
Iteration:   82700, Train reward:  116.414, Eval reward:   80.831, TD loss: 145.934, Epsiode:  124, Epsilon:    0.01
Iteration:   82800, Train reward:   137.84, Eval reward:   70.847, TD loss: 135.217, Epsiode:  125, Epsilon:    0.01
Iteration:   82900, Train reward:  131.586, Eval reward:   85.813, TD loss: 155.964, Epsiode:  125, Epsilon:    0.01
Iteration:   83000, Train reward:  120.187, Eval reward:   -14.13, TD loss: 142.356, Epsiode:  125, Epsilon:    0.01
Iteration:   83100, Train reward:  125.829, Eval reward:   -16.63, TD loss: 133.633, Epsiode:  125, Epsilon:    0.01
Iteration:   83200, Train reward:  104.828, Eval reward:    0.611, TD loss: 151.511, Epsiode:  125, Epsilon:    0.01
Iteration:   83300, Train reward:  120.367, Eval reward:   21.961, TD loss: 136.478, Epsiode:  126, Epsilon:    0.01
Iteration:   83400, Train reward:  132.077, Eval reward:   -1.933, TD loss: 134.502, Epsiode:  126, Epsilon:    0.01
Iteration:   83500, Train reward:  120.616, Eval reward:  -26.274, TD loss: 143.272, Epsiode:  126, Epsilon:    0.01
Iteration:   83600, Train reward:  134.709, Eval reward:   -8.791, TD loss: 142.533, Epsiode:  126, Epsilon:    0.01
Iteration:   83700, Train reward:  124.553, Eval reward:  -16.158, TD loss: 135.054, Epsiode:  126, Epsilon:    0.01
Iteration:   83800, Train reward:    101.3, Eval reward:    0.406, TD loss: 147.137, Epsiode:  126, Epsilon:    0.01
Iteration:   83900, Train reward:  131.423, Eval reward:  -17.214, TD loss: 145.643, Epsiode:  127, Epsilon:    0.01
Iteration:   84000, Train reward:  122.394, Eval reward:  139.306, TD loss: 144.953, Epsiode:  127, Epsilon:    0.01
Iteration:   84100, Train reward:  132.305, Eval reward:  114.988, TD loss: 138.798, Epsiode:  127, Epsilon:    0.01
Iteration:   84200, Train reward:  124.815, Eval reward:  115.473, TD loss: 141.573, Epsiode:  127, Epsilon:    0.01
Iteration:   84300, Train reward:  112.971, Eval reward:  124.577, TD loss: 124.011, Epsiode:  127, Epsilon:    0.01
Iteration:   84400, Train reward:   123.67, Eval reward:  131.532, TD loss: 140.436, Epsiode:  127, Epsilon:    0.01
Iteration:   84500, Train reward:  125.739, Eval reward:  144.487, TD loss: 147.607, Epsiode:  127, Epsilon:    0.01
Iteration:   84600, Train reward:  122.923, Eval reward:   137.06, TD loss:  155.99, Epsiode:  127, Epsilon:    0.01
Iteration:   84700, Train reward:  124.713, Eval reward:  117.681, TD loss: 158.752, Epsiode:  127, Epsilon:    0.01
Iteration:   84800, Train reward:  130.294, Eval reward:  110.887, TD loss: 151.396, Epsiode:  128, Epsilon:    0.01
Iteration:   84900, Train reward:  110.402, Eval reward:  135.171, TD loss: 143.413, Epsiode:  128, Epsilon:    0.01
Iteration:   85000, Train reward:  112.602, Eval reward:  190.381, TD loss: 136.626, Epsiode:  128, Epsilon:    0.01
Iteration:   85100, Train reward:  136.824, Eval reward:  196.951, TD loss: 124.574, Epsiode:  128, Epsilon:    0.01
Iteration:   85200, Train reward:  118.428, Eval reward:  192.145, TD loss: 134.105, Epsiode:  128, Epsilon:    0.01
Iteration:   85300, Train reward:  108.233, Eval reward:  188.349, TD loss: 153.271, Epsiode:  128, Epsilon:    0.01
Iteration:   85400, Train reward:  135.159, Eval reward:  199.434, TD loss: 148.252, Epsiode:  128, Epsilon:    0.01
Iteration:   85500, Train reward:  125.668, Eval reward:   200.45, TD loss: 136.732, Epsiode:  129, Epsilon:    0.01
Iteration:   85600, Train reward:  119.605, Eval reward:  192.647, TD loss: 162.103, Epsiode:  129, Epsilon:    0.01
Iteration:   85700, Train reward:  133.606, Eval reward:  167.726, TD loss: 122.637, Epsiode:  129, Epsilon:    0.01
Iteration:   85800, Train reward:   137.01, Eval reward:  166.009, TD loss: 151.947, Epsiode:  129, Epsilon:    0.01
Iteration:   85900, Train reward:  137.065, Eval reward:  177.776, TD loss: 146.661, Epsiode:  130, Epsilon:    0.01
Iteration:   86000, Train reward:  130.891, Eval reward:  190.498, TD loss:  131.79, Epsiode:  130, Epsilon:    0.01
Iteration:   86100, Train reward:  118.519, Eval reward:  183.262, TD loss: 157.716, Epsiode:  130, Epsilon:    0.01
Iteration:   86200, Train reward:  120.372, Eval reward:  186.143, TD loss: 126.974, Epsiode:  130, Epsilon:    0.01
Iteration:   86300, Train reward:  114.739, Eval reward:  197.174, TD loss:  142.85, Epsiode:  130, Epsilon:    0.01
Iteration:   86400, Train reward:  144.085, Eval reward:  189.806, TD loss: 155.645, Epsiode:  130, Epsilon:    0.01
Iteration:   86500, Train reward:  140.052, Eval reward:   176.81, TD loss: 126.682, Epsiode:  131, Epsilon:    0.01
Iteration:   86600, Train reward:  129.271, Eval reward:  165.819, TD loss: 150.257, Epsiode:  131, Epsilon:    0.01
Iteration:   86700, Train reward:  124.187, Eval reward:  200.788, TD loss: 141.963, Epsiode:  131, Epsilon:    0.01
Iteration:   86800, Train reward:  132.024, Eval reward:  180.602, TD loss: 156.762, Epsiode:  131, Epsilon:    0.01
Iteration:   86900, Train reward:  115.221, Eval reward:  181.502, TD loss: 130.227, Epsiode:  131, Epsilon:    0.01
Iteration:   87000, Train reward:  135.623, Eval reward:  103.812, TD loss: 137.717, Epsiode:  132, Epsilon:    0.01
Iteration:   87100, Train reward:  133.358, Eval reward:   83.833, TD loss: 138.205, Epsiode:  132, Epsilon:    0.01
Iteration:   87200, Train reward:  134.449, Eval reward:   94.467, TD loss: 173.396, Epsiode:  132, Epsilon:    0.01
Iteration:   87300, Train reward:  125.271, Eval reward:   93.838, TD loss: 139.915, Epsiode:  132, Epsilon:    0.01
Iteration:   87400, Train reward:   123.12, Eval reward:   84.775, TD loss: 127.207, Epsiode:  132, Epsilon:    0.01
Iteration:   87500, Train reward:  117.151, Eval reward:   71.615, TD loss: 149.782, Epsiode:  133, Epsilon:    0.01
Iteration:   87600, Train reward:  123.959, Eval reward:   93.723, TD loss: 118.368, Epsiode:  133, Epsilon:    0.01
Iteration:   87700, Train reward:  123.037, Eval reward:  100.655, TD loss: 150.399, Epsiode:  133, Epsilon:    0.01
Iteration:   87800, Train reward:   133.58, Eval reward:   85.524, TD loss: 141.129, Epsiode:  133, Epsilon:    0.01
Iteration:   87900, Train reward:  119.713, Eval reward:   87.353, TD loss: 146.022, Epsiode:  133, Epsilon:    0.01
Iteration:   88000, Train reward:  132.568, Eval reward:   75.895, TD loss: 140.331, Epsiode:  133, Epsilon:    0.01
Iteration:   88100, Train reward:  117.021, Eval reward:   89.943, TD loss: 133.812, Epsiode:  133, Epsilon:    0.01
Iteration:   88200, Train reward:  126.074, Eval reward:  113.371, TD loss: 151.606, Epsiode:  133, Epsilon:    0.01
Iteration:   88300, Train reward:  130.242, Eval reward:   95.849, TD loss: 120.409, Epsiode:  133, Epsilon:    0.01
Iteration:   88400, Train reward:  132.472, Eval reward:   79.424, TD loss: 146.284, Epsiode:  133, Epsilon:    0.01
Iteration:   88500, Train reward:  111.984, Eval reward:   86.629, TD loss: 138.166, Epsiode:  134, Epsilon:    0.01
Iteration:   88600, Train reward:  131.403, Eval reward:   76.938, TD loss: 139.952, Epsiode:  134, Epsilon:    0.01
Iteration:   88700, Train reward:  110.385, Eval reward:   87.161, TD loss: 141.467, Epsiode:  134, Epsilon:    0.01
Iteration:   88800, Train reward:  140.099, Eval reward:   73.721, TD loss: 144.101, Epsiode:  134, Epsilon:    0.01
Iteration:   88900, Train reward:  121.797, Eval reward:  104.504, TD loss: 135.877, Epsiode:  134, Epsilon:    0.01
Iteration:   89000, Train reward:  125.286, Eval reward:  101.034, TD loss: 141.449, Epsiode:  134, Epsilon:    0.01
Iteration:   89100, Train reward:  112.171, Eval reward:   82.757, TD loss: 142.416, Epsiode:  134, Epsilon:    0.01
Iteration:   89200, Train reward:  119.894, Eval reward:   72.852, TD loss: 154.317, Epsiode:  134, Epsilon:    0.01
Iteration:   89300, Train reward:  123.911, Eval reward:    83.92, TD loss: 163.311, Epsiode:  135, Epsilon:    0.01
Iteration:   89400, Train reward:  114.822, Eval reward:   70.364, TD loss: 131.965, Epsiode:  135, Epsilon:    0.01
Iteration:   89500, Train reward:  116.783, Eval reward:   93.391, TD loss:  140.78, Epsiode:  135, Epsilon:    0.01
Iteration:   89600, Train reward:  111.711, Eval reward:    70.31, TD loss: 138.423, Epsiode:  135, Epsilon:    0.01
Iteration:   89700, Train reward:  120.851, Eval reward:  100.541, TD loss: 156.805, Epsiode:  135, Epsilon:    0.01
Iteration:   89800, Train reward:  140.006, Eval reward:   67.761, TD loss: 125.029, Epsiode:  136, Epsilon:    0.01
Iteration:   89900, Train reward:   99.196, Eval reward:   69.042, TD loss: 133.674, Epsiode:  136, Epsilon:    0.01
Iteration:   90000, Train reward:  128.387, Eval reward:  112.062, TD loss: 142.873, Epsiode:  136, Epsilon:    0.01
Iteration:   90100, Train reward:  119.013, Eval reward:  131.789, TD loss: 130.344, Epsiode:  136, Epsilon:    0.01
Iteration:   90200, Train reward:  126.065, Eval reward:  119.748, TD loss: 134.699, Epsiode:  136, Epsilon:    0.01
Iteration:   90300, Train reward:   100.09, Eval reward:  120.444, TD loss: 130.478, Epsiode:  136, Epsilon:    0.01
Iteration:   90400, Train reward:   120.05, Eval reward:  130.695, TD loss: 121.737, Epsiode:  136, Epsilon:    0.01
Iteration:   90500, Train reward:  121.749, Eval reward:  115.732, TD loss: 140.658, Epsiode:  136, Epsilon:    0.01
Iteration:   90600, Train reward:   118.65, Eval reward:  123.414, TD loss: 131.352, Epsiode:  136, Epsilon:    0.01
Iteration:   90700, Train reward:  112.457, Eval reward:  114.343, TD loss: 128.829, Epsiode:  136, Epsilon:    0.01
Iteration:   90800, Train reward:   90.209, Eval reward:  116.643, TD loss: 147.067, Epsiode:  137, Epsilon:    0.01
Iteration:   90900, Train reward:  116.267, Eval reward:  116.831, TD loss: 141.686, Epsiode:  137, Epsilon:    0.01
Iteration:   91000, Train reward:  104.091, Eval reward:   76.143, TD loss: 125.104, Epsiode:  137, Epsilon:    0.01
Iteration:   91100, Train reward:  100.407, Eval reward:   77.907, TD loss: 141.685, Epsiode:  137, Epsilon:    0.01
Iteration:   91200, Train reward:  109.254, Eval reward:    63.02, TD loss: 134.691, Epsiode:  137, Epsilon:    0.01
Iteration:   91300, Train reward:   95.457, Eval reward:   77.154, TD loss: 157.466, Epsiode:  138, Epsilon:    0.01
Iteration:   91400, Train reward:  108.368, Eval reward:   72.105, TD loss: 123.895, Epsiode:  138, Epsilon:    0.01
Iteration:   91500, Train reward:  121.503, Eval reward:   72.031, TD loss: 134.865, Epsiode:  138, Epsilon:    0.01
Iteration:   91600, Train reward:  107.147, Eval reward:   74.282, TD loss: 131.723, Epsiode:  138, Epsilon:    0.01
Iteration:   91700, Train reward:  111.509, Eval reward:   77.167, TD loss: 131.136, Epsiode:  138, Epsilon:    0.01
Iteration:   91800, Train reward:  107.909, Eval reward:   87.513, TD loss: 111.316, Epsiode:  138, Epsilon:    0.01
Iteration:   91900, Train reward:  101.401, Eval reward:    56.56, TD loss: 140.399, Epsiode:  138, Epsilon:    0.01
Iteration:   92000, Train reward:  107.229, Eval reward:   75.473, TD loss: 138.978, Epsiode:  138, Epsilon:    0.01
Iteration:   92100, Train reward:  108.033, Eval reward:   71.035, TD loss: 129.725, Epsiode:  138, Epsilon:    0.01
Iteration:   92200, Train reward:   94.937, Eval reward:   63.002, TD loss:  134.25, Epsiode:  139, Epsilon:    0.01
Iteration:   92300, Train reward:   94.228, Eval reward:   68.065, TD loss: 144.767, Epsiode:  139, Epsilon:    0.01
Iteration:   92400, Train reward:   99.552, Eval reward:   63.359, TD loss: 140.631, Epsiode:  139, Epsilon:    0.01
Iteration:   92500, Train reward:  110.867, Eval reward:   89.768, TD loss:  134.31, Epsiode:  139, Epsilon:    0.01
Iteration:   92600, Train reward:  110.569, Eval reward:   82.847, TD loss: 132.836, Epsiode:  140, Epsilon:    0.01
Iteration:   92700, Train reward:  127.817, Eval reward:   68.789, TD loss: 124.371, Epsiode:  140, Epsilon:    0.01
Iteration:   92800, Train reward:   97.474, Eval reward:   56.487, TD loss: 130.751, Epsiode:  140, Epsilon:    0.01
Iteration:   92900, Train reward:  104.775, Eval reward:   49.144, TD loss: 134.026, Epsiode:  140, Epsilon:    0.01
Iteration:   93000, Train reward:   95.523, Eval reward:    6.788, TD loss: 132.951, Epsiode:  140, Epsilon:    0.01
Iteration:   93100, Train reward:  114.413, Eval reward:    8.679, TD loss: 158.045, Epsiode:  140, Epsilon:    0.01
Iteration:   93200, Train reward:  112.287, Eval reward:   10.131, TD loss: 124.875, Epsiode:  141, Epsilon:    0.01
Iteration:   93300, Train reward:  113.666, Eval reward:   -4.453, TD loss: 132.963, Epsiode:  141, Epsilon:    0.01
Iteration:   93400, Train reward:  111.119, Eval reward:   11.532, TD loss: 131.121, Epsiode:  141, Epsilon:    0.01
Iteration:   93500, Train reward:  107.906, Eval reward:   -4.412, TD loss: 127.757, Epsiode:  141, Epsilon:    0.01
Iteration:   93600, Train reward:  136.426, Eval reward:    2.431, TD loss: 123.741, Epsiode:  141, Epsilon:    0.01
Iteration:   93700, Train reward:  110.959, Eval reward:  -27.175, TD loss: 122.133, Epsiode:  141, Epsilon:    0.01
Iteration:   93800, Train reward:  128.293, Eval reward:   -3.685, TD loss:  131.52, Epsiode:  141, Epsilon:    0.01
Iteration:   93900, Train reward:  122.882, Eval reward:   -1.391, TD loss: 127.666, Epsiode:  141, Epsilon:    0.01
Iteration:   94000, Train reward:  110.202, Eval reward:  -32.796, TD loss: 127.093, Epsiode:  141, Epsilon:    0.01
Iteration:   94100, Train reward:  117.637, Eval reward:   -9.748, TD loss: 141.238, Epsiode:  142, Epsilon:    0.01
Iteration:   94200, Train reward:  121.884, Eval reward:  -26.397, TD loss:  129.52, Epsiode:  142, Epsilon:    0.01
