Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=10000, clip_grad=False, device='cuda', envname='LunarLander-v2', epsilon_decay=0.9, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=5, eval_period=1000, gamma=0.99, lr=0.001, max_episode_len=1000, model_dir='models/', n_iterations=300000, n_steps=1, natoms=51, no_dist=False, no_double=True, no_dueling=True, no_noisy=True, no_prioritized=True, noisy_std=0.5, save_model=False, start_update=100, target_update_period=100, vmax=100, vmin=-100, write_period=100)
Iteration:       0, Train reward:   -3.392, Eval reward: -400.466, TD loss:  -7.435, Epsiode:    0, Epsilon:     1.0
Iteration:   79400, Train reward:  201.545, Eval reward:    49.73, TD loss:  155.26, Epsiode:  124, Epsilon:    0.01
Iteration:   79500, Train reward:  182.947, Eval reward:   53.567, TD loss: 136.254, Epsiode:  124, Epsilon:    0.01
Iteration:   79600, Train reward:  197.035, Eval reward:   53.381, TD loss: 126.112, Epsiode:  125, Epsilon:    0.01
Iteration:   79700, Train reward:   218.21, Eval reward:   58.951, TD loss: 163.815, Epsiode:  125, Epsilon:    0.01
Iteration:   79800, Train reward:  223.019, Eval reward:   55.688, TD loss: 140.375, Epsiode:  125, Epsilon:    0.01
Iteration:   79900, Train reward:  210.221, Eval reward:   37.268, TD loss: 159.426, Epsiode:  125, Epsilon:    0.01
Iteration:   80000, Train reward:  211.056, Eval reward:   97.782, TD loss: 137.382, Epsiode:  126, Epsilon:    0.01
Iteration:   80100, Train reward:  175.447, Eval reward:   89.961, TD loss: 142.675, Epsiode:  126, Epsilon:    0.01
Iteration:   80200, Train reward:  179.439, Eval reward:   88.759, TD loss: 159.904, Epsiode:  127, Epsilon:    0.01
Iteration:   80300, Train reward:   209.13, Eval reward:   93.652, TD loss: 149.065, Epsiode:  127, Epsilon:    0.01
Iteration:   80400, Train reward:  192.595, Eval reward:   104.88, TD loss: 141.728, Epsiode:  127, Epsilon:    0.01
Iteration:   80500, Train reward:  187.335, Eval reward:   92.281, TD loss:   145.1, Epsiode:  127, Epsilon:    0.01
Iteration:   80600, Train reward:  182.971, Eval reward:   88.593, TD loss: 146.932, Epsiode:  127, Epsilon:    0.01
Iteration:   80700, Train reward:  194.223, Eval reward:   72.524, TD loss: 140.657, Epsiode:  128, Epsilon:    0.01
Iteration:   80800, Train reward:   191.99, Eval reward:   84.597, TD loss: 146.661, Epsiode:  128, Epsilon:    0.01
Iteration:   80900, Train reward:  184.389, Eval reward:   89.177, TD loss: 151.043, Epsiode:  128, Epsilon:    0.01
Iteration:   81000, Train reward:  163.713, Eval reward:  166.091, TD loss: 147.148, Epsiode:  129, Epsilon:    0.01
Iteration:   81100, Train reward:  195.128, Eval reward:  174.645, TD loss: 144.337, Epsiode:  129, Epsilon:    0.01
Iteration:   81200, Train reward:  176.073, Eval reward:   155.73, TD loss:  145.52, Epsiode:  129, Epsilon:    0.01
Iteration:   81300, Train reward:  192.741, Eval reward:  173.014, TD loss: 147.939, Epsiode:  129, Epsilon:    0.01
Iteration:   81400, Train reward:  191.696, Eval reward:  168.152, TD loss:  125.77, Epsiode:  129, Epsilon:    0.01
Iteration:   81500, Train reward:  184.656, Eval reward:  152.529, TD loss: 146.645, Epsiode:  129, Epsilon:    0.01
Iteration:   81600, Train reward:   184.34, Eval reward:  177.827, TD loss: 132.052, Epsiode:  130, Epsilon:    0.01
Iteration:   81700, Train reward:   187.77, Eval reward:  149.818, TD loss:  160.97, Epsiode:  130, Epsilon:    0.01
Iteration:   81800, Train reward:  185.158, Eval reward:  149.517, TD loss: 157.531, Epsiode:  130, Epsilon:    0.01
Iteration:   81900, Train reward:  175.754, Eval reward:  171.716, TD loss: 141.959, Epsiode:  130, Epsilon:    0.01
Iteration:   82000, Train reward:  174.964, Eval reward: -105.946, TD loss: 140.793, Epsiode:  131, Epsilon:    0.01
Iteration:   82100, Train reward:  177.305, Eval reward: -120.522, TD loss: 140.141, Epsiode:  131, Epsilon:    0.01
Iteration:   82200, Train reward:  173.522, Eval reward:  -116.31, TD loss: 145.162, Epsiode:  131, Epsilon:    0.01
Iteration:   82300, Train reward:  155.819, Eval reward: -120.118, TD loss: 156.767, Epsiode:  131, Epsilon:    0.01
Iteration:   82400, Train reward:  168.413, Eval reward: -118.205, TD loss: 138.428, Epsiode:  131, Epsilon:    0.01
Iteration:   82500, Train reward:  179.307, Eval reward: -142.134, TD loss: 127.953, Epsiode:  132, Epsilon:    0.01
Iteration:   82600, Train reward:  148.502, Eval reward: -134.595, TD loss: 148.053, Epsiode:  132, Epsilon:    0.01
Iteration:   82700, Train reward:  167.986, Eval reward:  -113.87, TD loss: 130.252, Epsiode:  132, Epsilon:    0.01
Iteration:   82800, Train reward:  182.282, Eval reward: -115.225, TD loss: 154.132, Epsiode:  132, Epsilon:    0.01
Iteration:   82900, Train reward:  156.742, Eval reward: -115.486, TD loss: 157.096, Epsiode:  133, Epsilon:    0.01
Iteration:   83000, Train reward:  186.163, Eval reward:  132.412, TD loss: 147.878, Epsiode:  133, Epsilon:    0.01
Iteration:   83100, Train reward:  160.268, Eval reward:  117.368, TD loss: 135.844, Epsiode:  133, Epsilon:    0.01
Iteration:   83200, Train reward:  178.291, Eval reward:   93.784, TD loss: 141.062, Epsiode:  133, Epsilon:    0.01
Iteration:   83300, Train reward:  187.158, Eval reward:  105.759, TD loss: 143.388, Epsiode:  133, Epsilon:    0.01
Iteration:   83400, Train reward:  162.658, Eval reward:   115.26, TD loss: 137.881, Epsiode:  134, Epsilon:    0.01
Iteration:   83500, Train reward:  168.938, Eval reward:  116.257, TD loss: 140.823, Epsiode:  134, Epsilon:    0.01
Iteration:   83600, Train reward:  171.682, Eval reward:  129.577, TD loss: 127.841, Epsiode:  134, Epsilon:    0.01
Iteration:   83700, Train reward:  172.377, Eval reward:    99.71, TD loss: 164.713, Epsiode:  134, Epsilon:    0.01
Iteration:   83800, Train reward:  177.815, Eval reward:  102.527, TD loss: 145.178, Epsiode:  134, Epsilon:    0.01
Iteration:   83900, Train reward:  172.108, Eval reward:  108.002, TD loss: 154.297, Epsiode:  135, Epsilon:    0.01
Iteration:   84000, Train reward:  172.876, Eval reward:   -4.572, TD loss: 150.133, Epsiode:  135, Epsilon:    0.01
Iteration:   84100, Train reward:  184.481, Eval reward:  -24.709, TD loss: 158.332, Epsiode:  135, Epsilon:    0.01
Iteration:   84200, Train reward:   175.97, Eval reward:   -7.845, TD loss: 168.387, Epsiode:  135, Epsilon:    0.01
Iteration:   84300, Train reward:  168.422, Eval reward:  -35.744, TD loss: 158.086, Epsiode:  135, Epsilon:    0.01
Iteration:   84400, Train reward:  175.075, Eval reward:  -19.954, TD loss: 149.359, Epsiode:  135, Epsilon:    0.01
Iteration:   84500, Train reward:   187.82, Eval reward:   -23.83, TD loss: 142.679, Epsiode:  135, Epsilon:    0.01
Iteration:   84600, Train reward:  193.799, Eval reward:  -27.748, TD loss: 145.614, Epsiode:  135, Epsilon:    0.01
Iteration:   84700, Train reward:  183.024, Eval reward:  -24.637, TD loss: 154.502, Epsiode:  135, Epsilon:    0.01
Iteration:   84800, Train reward:  191.273, Eval reward:  -22.357, TD loss: 137.954, Epsiode:  136, Epsilon:    0.01
Iteration:   84900, Train reward:  175.805, Eval reward:  -22.339, TD loss: 161.914, Epsiode:  136, Epsilon:    0.01
Iteration:   85000, Train reward:  162.992, Eval reward:   84.341, TD loss: 143.011, Epsiode:  136, Epsilon:    0.01
Iteration:   85100, Train reward:  160.575, Eval reward:   81.066, TD loss: 148.767, Epsiode:  136, Epsilon:    0.01
Iteration:   85200, Train reward:  166.225, Eval reward:   76.331, TD loss: 156.268, Epsiode:  136, Epsilon:    0.01
Iteration:   85300, Train reward:  183.191, Eval reward:   93.066, TD loss: 164.384, Epsiode:  136, Epsilon:    0.01
Iteration:   85400, Train reward:  154.294, Eval reward:   70.497, TD loss: 160.711, Epsiode:  136, Epsilon:    0.01
Iteration:   85500, Train reward:  161.287, Eval reward:   96.902, TD loss: 136.424, Epsiode:  136, Epsilon:    0.01
Iteration:   85600, Train reward:  172.361, Eval reward:   93.625, TD loss: 139.884, Epsiode:  136, Epsilon:    0.01
Iteration:   85700, Train reward:  182.618, Eval reward:   92.949, TD loss: 145.445, Epsiode:  136, Epsilon:    0.01
Iteration:   85800, Train reward:  163.979, Eval reward:   83.777, TD loss: 136.278, Epsiode:  137, Epsilon:    0.01
Iteration:   85900, Train reward:  151.345, Eval reward:   91.008, TD loss: 162.466, Epsiode:  137, Epsilon:    0.01
Iteration:   86000, Train reward:  156.286, Eval reward:  207.487, TD loss: 160.651, Epsiode:  137, Epsilon:    0.01
Iteration:   86100, Train reward:  145.069, Eval reward:  230.045, TD loss: 131.276, Epsiode:  137, Epsilon:    0.01
Iteration:   86200, Train reward:  136.848, Eval reward:  217.492, TD loss: 144.658, Epsiode:  137, Epsilon:    0.01
Iteration:   86300, Train reward:   158.34, Eval reward:  212.957, TD loss: 146.398, Epsiode:  137, Epsilon:    0.01
Iteration:   86400, Train reward:  177.614, Eval reward:  229.888, TD loss: 143.048, Epsiode:  137, Epsilon:    0.01
Iteration:   86500, Train reward:  166.802, Eval reward:  228.147, TD loss: 144.755, Epsiode:  138, Epsilon:    0.01
Iteration:   86600, Train reward:  153.217, Eval reward:  217.138, TD loss: 153.203, Epsiode:  138, Epsilon:    0.01
Iteration:   86700, Train reward:  169.368, Eval reward:  216.293, TD loss: 163.954, Epsiode:  138, Epsilon:    0.01
Iteration:   86800, Train reward:  165.401, Eval reward:  216.572, TD loss: 150.326, Epsiode:  138, Epsilon:    0.01
Iteration:   86900, Train reward:  162.998, Eval reward:  226.564, TD loss: 131.869, Epsiode:  138, Epsilon:    0.01
Iteration:   87000, Train reward:   160.75, Eval reward:   90.431, TD loss: 162.584, Epsiode:  138, Epsilon:    0.01
Iteration:   87100, Train reward:  135.451, Eval reward:   86.638, TD loss: 155.087, Epsiode:  138, Epsilon:    0.01
Iteration:   87200, Train reward:  159.888, Eval reward:   85.516, TD loss: 141.621, Epsiode:  139, Epsilon:    0.01
Iteration:   87300, Train reward:  152.662, Eval reward:   71.075, TD loss: 158.544, Epsiode:  139, Epsilon:    0.01
Iteration:   87400, Train reward:  153.585, Eval reward:   86.203, TD loss: 177.745, Epsiode:  139, Epsilon:    0.01
Iteration:   87500, Train reward:  149.449, Eval reward:   63.363, TD loss: 141.461, Epsiode:  139, Epsilon:    0.01
Iteration:   87600, Train reward:  127.623, Eval reward:   89.004, TD loss: 150.652, Epsiode:  139, Epsilon:    0.01
Iteration:   87700, Train reward:  152.176, Eval reward:   69.804, TD loss: 156.778, Epsiode:  139, Epsilon:    0.01
Iteration:   87800, Train reward:  136.044, Eval reward:   84.807, TD loss: 146.118, Epsiode:  140, Epsilon:    0.01
Iteration:   87900, Train reward:  145.912, Eval reward:   75.956, TD loss: 141.268, Epsiode:  140, Epsilon:    0.01
Iteration:   88000, Train reward:   142.52, Eval reward:    90.37, TD loss: 144.605, Epsiode:  140, Epsilon:    0.01
Iteration:   88100, Train reward:  147.417, Eval reward:    76.56, TD loss:  150.49, Epsiode:  140, Epsilon:    0.01
Iteration:   88200, Train reward:  151.175, Eval reward:  105.197, TD loss: 151.032, Epsiode:  140, Epsilon:    0.01
Iteration:   88300, Train reward:  153.332, Eval reward:   95.526, TD loss: 154.339, Epsiode:  141, Epsilon:    0.01
Iteration:   88400, Train reward:  154.122, Eval reward:    79.48, TD loss: 155.883, Epsiode:  141, Epsilon:    0.01
Iteration:   88500, Train reward:  178.429, Eval reward:    86.85, TD loss: 173.351, Epsiode:  141, Epsilon:    0.01
Iteration:   88600, Train reward:   150.92, Eval reward:   95.332, TD loss: 141.245, Epsiode:  141, Epsilon:    0.01
Iteration:   88700, Train reward:  148.096, Eval reward:  101.624, TD loss: 135.861, Epsiode:  141, Epsilon:    0.01
Iteration:   88800, Train reward:  157.246, Eval reward:   93.955, TD loss: 144.847, Epsiode:  141, Epsilon:    0.01
Iteration:   88900, Train reward:  149.079, Eval reward:   89.089, TD loss: 145.299, Epsiode:  141, Epsilon:    0.01
Iteration:   89000, Train reward:  144.171, Eval reward:  151.009, TD loss: 137.722, Epsiode:  141, Epsilon:    0.01
Iteration:   89100, Train reward:  157.636, Eval reward:  152.125, TD loss: 141.825, Epsiode:  141, Epsilon:    0.01
Iteration:   89200, Train reward:  148.552, Eval reward:   129.48, TD loss: 147.197, Epsiode:  141, Epsilon:    0.01
Iteration:   89300, Train reward:    153.9, Eval reward:  143.068, TD loss: 168.731, Epsiode:  142, Epsilon:    0.01
Iteration:   89400, Train reward:  161.875, Eval reward:   183.04, TD loss: 161.553, Epsiode:  142, Epsilon:    0.01
Iteration:   89500, Train reward:  141.271, Eval reward:  156.835, TD loss: 151.513, Epsiode:  142, Epsilon:    0.01
Iteration:   89600, Train reward:  136.715, Eval reward:  154.888, TD loss: 143.168, Epsiode:  142, Epsilon:    0.01
Iteration:   89700, Train reward:  168.156, Eval reward:   147.16, TD loss: 140.936, Epsiode:  142, Epsilon:    0.01
Iteration:   89800, Train reward:  142.405, Eval reward:  138.151, TD loss:  152.22, Epsiode:  142, Epsilon:    0.01
Iteration:   89900, Train reward:  164.942, Eval reward:   166.47, TD loss: 146.049, Epsiode:  142, Epsilon:    0.01
Iteration:   90000, Train reward:  168.166, Eval reward:   139.04, TD loss: 141.876, Epsiode:  142, Epsilon:    0.01
Iteration:   90100, Train reward:  161.822, Eval reward:  126.555, TD loss: 125.968, Epsiode:  143, Epsilon:    0.01
Iteration:   90200, Train reward:  140.136, Eval reward:  135.817, TD loss:  129.24, Epsiode:  143, Epsilon:    0.01
Iteration:   90300, Train reward:  155.098, Eval reward:  131.163, TD loss: 146.697, Epsiode:  143, Epsilon:    0.01
Iteration:   90400, Train reward:  140.574, Eval reward:  131.557, TD loss: 138.223, Epsiode:  143, Epsilon:    0.01
Iteration:   90500, Train reward:  158.957, Eval reward:  143.573, TD loss: 139.969, Epsiode:  143, Epsilon:    0.01
Iteration:   90600, Train reward:  147.719, Eval reward:  131.594, TD loss: 141.975, Epsiode:  144, Epsilon:    0.01
Iteration:   90700, Train reward:  167.981, Eval reward:  122.787, TD loss: 141.138, Epsiode:  144, Epsilon:    0.01
Iteration:   90800, Train reward:  165.212, Eval reward:  134.802, TD loss: 131.713, Epsiode:  144, Epsilon:    0.01
Iteration:   90900, Train reward:  157.989, Eval reward:  140.299, TD loss: 143.567, Epsiode:  144, Epsilon:    0.01
Iteration:   91000, Train reward:  154.666, Eval reward:  192.548, TD loss: 144.189, Epsiode:  145, Epsilon:    0.01
Iteration:   91100, Train reward:  153.164, Eval reward:  184.586, TD loss: 156.812, Epsiode:  145, Epsilon:    0.01
Iteration:   91200, Train reward:  142.096, Eval reward:  181.499, TD loss: 140.375, Epsiode:  145, Epsilon:    0.01
Iteration:   91300, Train reward:  159.315, Eval reward:  180.701, TD loss: 129.028, Epsiode:  145, Epsilon:    0.01
Iteration:   91400, Train reward:  163.507, Eval reward:   185.99, TD loss: 130.165, Epsiode:  145, Epsilon:    0.01
Iteration:   91500, Train reward:  168.781, Eval reward:  181.947, TD loss: 149.995, Epsiode:  145, Epsilon:    0.01
Iteration:   91600, Train reward:  144.593, Eval reward:  176.518, TD loss: 136.481, Epsiode:  146, Epsilon:    0.01
Iteration:   91700, Train reward:  155.401, Eval reward:  174.884, TD loss: 130.474, Epsiode:  146, Epsilon:    0.01
Iteration:   91800, Train reward:  158.387, Eval reward:  174.441, TD loss: 134.322, Epsiode:  146, Epsilon:    0.01
Iteration:   91900, Train reward:  153.451, Eval reward:  173.004, TD loss: 132.329, Epsiode:  146, Epsilon:    0.01
Iteration:   92000, Train reward:  151.477, Eval reward:   132.47, TD loss: 149.967, Epsiode:  146, Epsilon:    0.01
Iteration:   92100, Train reward:  165.669, Eval reward:  133.105, TD loss: 157.244, Epsiode:  147, Epsilon:    0.01
Iteration:   92200, Train reward:  165.167, Eval reward:  108.399, TD loss: 159.992, Epsiode:  147, Epsilon:    0.01
Iteration:   92300, Train reward:   168.27, Eval reward:  121.459, TD loss:   149.0, Epsiode:  147, Epsilon:    0.01
Iteration:   92400, Train reward:  172.439, Eval reward:  108.207, TD loss:  155.88, Epsiode:  147, Epsilon:    0.01
Iteration:   92500, Train reward:  165.315, Eval reward:  123.819, TD loss: 152.096, Epsiode:  147, Epsilon:    0.01
Iteration:   92600, Train reward:  163.703, Eval reward:  105.227, TD loss:   165.1, Epsiode:  147, Epsilon:    0.01
Iteration:   92700, Train reward:  172.695, Eval reward:  117.647, TD loss: 148.555, Epsiode:  147, Epsilon:    0.01
Iteration:   92800, Train reward:  160.686, Eval reward:  128.767, TD loss: 165.603, Epsiode:  148, Epsilon:    0.01
Iteration:   92900, Train reward:  173.207, Eval reward:  115.674, TD loss: 146.893, Epsiode:  148, Epsilon:    0.01
Iteration:   93000, Train reward:  184.263, Eval reward:  138.144, TD loss: 152.541, Epsiode:  148, Epsilon:    0.01
Iteration:   93100, Train reward:  188.274, Eval reward:  139.959, TD loss: 136.835, Epsiode:  148, Epsilon:    0.01
Iteration:   93200, Train reward:  166.904, Eval reward:  165.003, TD loss:   151.7, Epsiode:  148, Epsilon:    0.01
Iteration:   93300, Train reward:  168.208, Eval reward:  127.711, TD loss: 140.353, Epsiode:  148, Epsilon:    0.01
Iteration:   93400, Train reward:  172.301, Eval reward:  135.882, TD loss: 138.426, Epsiode:  149, Epsilon:    0.01
Iteration:   93500, Train reward:   188.13, Eval reward:   131.88, TD loss: 170.321, Epsiode:  149, Epsilon:    0.01
Iteration:   93600, Train reward:  177.699, Eval reward:  146.572, TD loss: 134.056, Epsiode:  149, Epsilon:    0.01
Iteration:   93700, Train reward:  180.296, Eval reward:  130.379, TD loss: 138.399, Epsiode:  149, Epsilon:    0.01
Iteration:   93800, Train reward:  180.404, Eval reward:   131.63, TD loss: 148.987, Epsiode:  149, Epsilon:    0.01
Iteration:   93900, Train reward:  192.236, Eval reward:   131.73, TD loss: 135.575, Epsiode:  149, Epsilon:    0.01
Iteration:   94000, Train reward:  170.928, Eval reward:  180.281, TD loss: 150.757, Epsiode:  149, Epsilon:    0.01
Iteration:   94100, Train reward:  194.375, Eval reward:  172.698, TD loss: 134.704, Epsiode:  149, Epsilon:    0.01
Iteration:   94200, Train reward:  180.752, Eval reward:  155.957, TD loss: 151.978, Epsiode:  150, Epsilon:    0.01
Iteration:   94300, Train reward:  193.661, Eval reward:  158.431, TD loss: 147.108, Epsiode:  150, Epsilon:    0.01
Iteration:   94400, Train reward:  190.422, Eval reward:  171.967, TD loss: 167.527, Epsiode:  150, Epsilon:    0.01
Iteration:   94500, Train reward:  180.019, Eval reward:  158.455, TD loss: 166.398, Epsiode:  150, Epsilon:    0.01
Iteration:   94600, Train reward:  194.958, Eval reward:  142.241, TD loss: 154.571, Epsiode:  151, Epsilon:    0.01
Iteration:   94700, Train reward:   179.83, Eval reward:  172.942, TD loss: 152.952, Epsiode:  151, Epsilon:    0.01
Iteration:   94800, Train reward:  184.165, Eval reward:  169.441, TD loss: 151.894, Epsiode:  151, Epsilon:    0.01
Iteration:   94900, Train reward:  202.017, Eval reward:  164.152, TD loss: 134.826, Epsiode:  151, Epsilon:    0.01
Iteration:   95000, Train reward:   172.51, Eval reward:  154.764, TD loss: 132.022, Epsiode:  152, Epsilon:    0.01
Iteration:   95100, Train reward:  179.458, Eval reward:  164.823, TD loss: 156.311, Epsiode:  152, Epsilon:    0.01
Iteration:   95200, Train reward:  187.527, Eval reward:  168.193, TD loss: 149.448, Epsiode:  152, Epsilon:    0.01
Iteration:   95300, Train reward:  172.531, Eval reward:  146.208, TD loss: 141.819, Epsiode:  152, Epsilon:    0.01
Iteration:   95400, Train reward:  178.592, Eval reward:  147.065, TD loss: 152.053, Epsiode:  153, Epsilon:    0.01
Iteration:   95500, Train reward:  193.963, Eval reward:   151.18, TD loss: 138.899, Epsiode:  153, Epsilon:    0.01
Iteration:   95600, Train reward:  179.566, Eval reward:  173.799, TD loss: 160.199, Epsiode:  153, Epsilon:    0.01
Iteration:   95700, Train reward:  196.155, Eval reward:  164.453, TD loss: 157.386, Epsiode:  153, Epsilon:    0.01
Iteration:   95800, Train reward:  206.188, Eval reward:  154.138, TD loss: 153.057, Epsiode:  153, Epsilon:    0.01
Iteration:   95900, Train reward:  190.035, Eval reward:  154.469, TD loss: 157.995, Epsiode:  154, Epsilon:    0.01
Iteration:   96000, Train reward:  152.453, Eval reward:  124.627, TD loss: 161.654, Epsiode:  154, Epsilon:    0.01
Iteration:   96100, Train reward:  163.667, Eval reward:  115.515, TD loss: 154.157, Epsiode:  154, Epsilon:    0.01
Iteration:   96200, Train reward:  172.732, Eval reward:  113.397, TD loss: 162.022, Epsiode:  154, Epsilon:    0.01
Iteration:   96300, Train reward:  180.154, Eval reward:   99.892, TD loss: 148.576, Epsiode:  154, Epsilon:    0.01
Iteration:   96400, Train reward:  184.182, Eval reward:  111.136, TD loss: 152.613, Epsiode:  155, Epsilon:    0.01
Iteration:   96500, Train reward:  187.975, Eval reward:  130.972, TD loss: 157.548, Epsiode:  155, Epsilon:    0.01
Iteration:   96600, Train reward:  199.731, Eval reward:  135.739, TD loss: 124.003, Epsiode:  155, Epsilon:    0.01
Iteration:   96700, Train reward:  193.757, Eval reward:  146.599, TD loss: 145.247, Epsiode:  155, Epsilon:    0.01
Iteration:   96800, Train reward:  156.052, Eval reward:  141.692, TD loss: 145.943, Epsiode:  155, Epsilon:    0.01
Iteration:   96900, Train reward:   198.29, Eval reward:  100.554, TD loss:  136.61, Epsiode:  155, Epsilon:    0.01
Iteration:   97000, Train reward:  184.612, Eval reward:  130.964, TD loss: 126.014, Epsiode:  155, Epsilon:    0.01
Iteration:   97100, Train reward:  184.969, Eval reward:  132.578, TD loss: 155.591, Epsiode:  155, Epsilon:    0.01
Iteration:   97200, Train reward:   175.31, Eval reward:  116.974, TD loss:   141.6, Epsiode:  156, Epsilon:    0.01
Iteration:   97300, Train reward:  194.345, Eval reward:  131.658, TD loss: 137.066, Epsiode:  156, Epsilon:    0.01
Iteration:   97400, Train reward:  205.231, Eval reward:  140.683, TD loss: 156.158, Epsiode:  156, Epsilon:    0.01
Iteration:   97500, Train reward:  195.326, Eval reward:  141.121, TD loss: 139.226, Epsiode:  156, Epsilon:    0.01
Iteration:   97600, Train reward:  188.482, Eval reward:  139.015, TD loss: 139.931, Epsiode:  156, Epsilon:    0.01
Iteration:   97700, Train reward:  177.171, Eval reward:  136.213, TD loss: 147.368, Epsiode:  156, Epsilon:    0.01
Iteration:   97800, Train reward:  186.861, Eval reward:  140.136, TD loss: 129.126, Epsiode:  156, Epsilon:    0.01
Iteration:   97900, Train reward:  197.303, Eval reward:  128.575, TD loss: 145.648, Epsiode:  156, Epsilon:    0.01
Iteration:   98000, Train reward:   181.91, Eval reward:    6.678, TD loss: 162.003, Epsiode:  156, Epsilon:    0.01
Iteration:   98100, Train reward:  193.935, Eval reward:   -4.817, TD loss:  148.27, Epsiode:  157, Epsilon:    0.01
Iteration:   98200, Train reward:  204.195, Eval reward:   20.717, TD loss: 142.978, Epsiode:  157, Epsilon:    0.01
Iteration:   98300, Train reward:  202.512, Eval reward:    4.789, TD loss: 135.701, Epsiode:  157, Epsilon:    0.01
Iteration:   98400, Train reward:  194.447, Eval reward:    3.242, TD loss: 148.892, Epsiode:  157, Epsilon:    0.01
Iteration:   98500, Train reward:  193.582, Eval reward:    1.952, TD loss: 133.729, Epsiode:  157, Epsilon:    0.01
Iteration:   98600, Train reward:  163.051, Eval reward:   -6.179, TD loss: 142.345, Epsiode:  157, Epsilon:    0.01
Iteration:   98700, Train reward:  205.193, Eval reward:   13.707, TD loss: 143.088, Epsiode:  158, Epsilon:    0.01
Iteration:   98800, Train reward:   182.71, Eval reward:   -0.192, TD loss: 140.396, Epsiode:  158, Epsilon:    0.01
Iteration:   98900, Train reward:  196.074, Eval reward:    7.847, TD loss: 124.441, Epsiode:  158, Epsilon:    0.01
Iteration:   99000, Train reward:  178.966, Eval reward:  163.085, TD loss: 156.412, Epsiode:  158, Epsilon:    0.01
Iteration:   99100, Train reward:  183.642, Eval reward:  162.959, TD loss: 136.971, Epsiode:  158, Epsilon:    0.01
Iteration:   99200, Train reward:  173.514, Eval reward:  177.219, TD loss: 136.513, Epsiode:  159, Epsilon:    0.01
Iteration:   99300, Train reward:  180.789, Eval reward:  167.981, TD loss: 140.828, Epsiode:  159, Epsilon:    0.01
Iteration:   99400, Train reward:  175.054, Eval reward:  143.779, TD loss: 131.594, Epsiode:  159, Epsilon:    0.01
Iteration:   99500, Train reward:  174.205, Eval reward:  181.396, TD loss: 151.004, Epsiode:  159, Epsilon:    0.01
Iteration:   99600, Train reward:  168.873, Eval reward:   153.51, TD loss:  144.25, Epsiode:  160, Epsilon:    0.01
Iteration:   99700, Train reward:  186.443, Eval reward:  172.218, TD loss: 149.957, Epsiode:  160, Epsilon:    0.01
Iteration:   99800, Train reward:  168.919, Eval reward:  188.663, TD loss: 141.289, Epsiode:  160, Epsilon:    0.01
Iteration:   99900, Train reward:  175.975, Eval reward:  188.272, TD loss: 150.303, Epsiode:  160, Epsilon:    0.01
Iteration:  100000, Train reward:   170.31, Eval reward:   36.383, TD loss: 146.627, Epsiode:  160, Epsilon:    0.01
Iteration:  100100, Train reward:  196.654, Eval reward:   32.394, TD loss: 143.741, Epsiode:  161, Epsilon:    0.01
Iteration:  100200, Train reward:    158.2, Eval reward:   45.552, TD loss: 153.996, Epsiode:  161, Epsilon:    0.01
Iteration:  100300, Train reward:  146.047, Eval reward:   25.967, TD loss: 167.236, Epsiode:  161, Epsilon:    0.01
Iteration:  100400, Train reward:  154.631, Eval reward:   35.726, TD loss: 155.105, Epsiode:  161, Epsilon:    0.01
Iteration:  100500, Train reward:  153.998, Eval reward:   45.719, TD loss: 147.468, Epsiode:  161, Epsilon:    0.01
Iteration:  100600, Train reward:  161.655, Eval reward:   21.611, TD loss: 118.648, Epsiode:  162, Epsilon:    0.01
Iteration:  100700, Train reward:  171.257, Eval reward:   31.994, TD loss: 143.355, Epsiode:  162, Epsilon:    0.01
Iteration:  100800, Train reward:  171.035, Eval reward:   38.871, TD loss: 158.866, Epsiode:  162, Epsilon:    0.01
Iteration:  100900, Train reward:  185.567, Eval reward:   51.219, TD loss: 158.307, Epsiode:  162, Epsilon:    0.01
Iteration:  101000, Train reward:  183.273, Eval reward:  132.198, TD loss: 152.026, Epsiode:  162, Epsilon:    0.01
Iteration:  101100, Train reward:  175.854, Eval reward:  130.516, TD loss:   167.6, Epsiode:  162, Epsilon:    0.01
Iteration:  101200, Train reward:  167.096, Eval reward:  132.609, TD loss: 140.781, Epsiode:  163, Epsilon:    0.01
Iteration:  101300, Train reward:  177.168, Eval reward:  125.839, TD loss: 131.808, Epsiode:  163, Epsilon:    0.01
Iteration:  101400, Train reward:  181.856, Eval reward:  123.517, TD loss: 166.557, Epsiode:  163, Epsilon:    0.01
Iteration:  101500, Train reward:  176.767, Eval reward:  129.275, TD loss: 129.879, Epsiode:  163, Epsilon:    0.01
Iteration:  101600, Train reward:  169.658, Eval reward:  125.191, TD loss:   156.4, Epsiode:  163, Epsilon:    0.01
Iteration:  101700, Train reward:   174.45, Eval reward:  152.434, TD loss: 152.908, Epsiode:  163, Epsilon:    0.01
Iteration:  101800, Train reward:  171.439, Eval reward:  123.216, TD loss: 152.332, Epsiode:  164, Epsilon:    0.01
Iteration:  101900, Train reward:   191.36, Eval reward:  136.269, TD loss: 143.961, Epsiode:  164, Epsilon:    0.01
Iteration:  102000, Train reward:  171.582, Eval reward:  -16.175, TD loss: 128.429, Epsiode:  164, Epsilon:    0.01
