Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=10000, clip_grad=False, device='cuda', envname='LunarLander-v2', epsilon_decay=0.9, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=5, eval_period=1000, gamma=0.99, lr=0.001, max_episode_len=1000, model_dir='models/', n_iterations=300000, n_steps=1, natoms=51, no_dist=False, no_double=True, no_dueling=True, no_noisy=True, no_prioritized=True, noisy_std=0.5, save_model=False, start_update=100, target_update_period=100, vmax=100, vmin=-100, write_period=100)
Iteration:       0, Train reward:    4.251, Eval reward: -551.856, TD loss:  -9.271, Epsiode:    0, Epsilon:     1.0
Iteration:   65400, Train reward:    3.853, Eval reward:  -68.239, TD loss: 140.773, Epsiode:   90, Epsilon:    0.01
Iteration:   65500, Train reward:   -9.619, Eval reward:  -68.388, TD loss: 128.346, Epsiode:   91, Epsilon:    0.01
Iteration:   65600, Train reward:   -0.566, Eval reward:  -70.596, TD loss: 129.183, Epsiode:   91, Epsilon:    0.01
Iteration:   65700, Train reward:  -21.484, Eval reward:  -69.316, TD loss: 145.427, Epsiode:   92, Epsilon:    0.01
Iteration:   65800, Train reward:  -28.995, Eval reward:  -72.617, TD loss: 113.711, Epsiode:   92, Epsilon:    0.01
Iteration:   65900, Train reward:    1.179, Eval reward:  -62.496, TD loss: 151.091, Epsiode:   92, Epsilon:    0.01
Iteration:   66000, Train reward:   -8.684, Eval reward:  118.974, TD loss: 102.674, Epsiode:   92, Epsilon:    0.01
Iteration:   66100, Train reward:  -21.094, Eval reward:    97.25, TD loss: 119.788, Epsiode:   93, Epsilon:    0.01
Iteration:   66200, Train reward:   -4.747, Eval reward:   93.239, TD loss: 128.047, Epsiode:   93, Epsilon:    0.01
Iteration:   66300, Train reward:   -13.09, Eval reward:   98.602, TD loss: 131.155, Epsiode:   93, Epsilon:    0.01
Iteration:   66400, Train reward:   -3.297, Eval reward:  107.869, TD loss: 123.896, Epsiode:   93, Epsilon:    0.01
Iteration:   66500, Train reward:  -16.295, Eval reward:   131.74, TD loss: 127.321, Epsiode:   93, Epsilon:    0.01
Iteration:   66600, Train reward:    5.772, Eval reward:  112.033, TD loss: 139.432, Epsiode:   93, Epsilon:    0.01
Iteration:   66700, Train reward:    0.335, Eval reward:  118.365, TD loss: 145.043, Epsiode:   94, Epsilon:    0.01
Iteration:   66800, Train reward:   -8.046, Eval reward:  117.987, TD loss: 126.633, Epsiode:   94, Epsilon:    0.01
Iteration:   66900, Train reward:    6.376, Eval reward:    89.94, TD loss: 130.023, Epsiode:   94, Epsilon:    0.01
Iteration:   67000, Train reward:   -0.068, Eval reward:   75.165, TD loss: 130.405, Epsiode:   94, Epsilon:    0.01
Iteration:   67100, Train reward:   -10.06, Eval reward:    59.71, TD loss: 132.153, Epsiode:   94, Epsilon:    0.01
Iteration:   67200, Train reward:  -15.416, Eval reward:    75.04, TD loss: 129.416, Epsiode:   94, Epsilon:    0.01
Iteration:   67300, Train reward:   -4.693, Eval reward:   58.072, TD loss: 118.152, Epsiode:   94, Epsilon:    0.01
Iteration:   67400, Train reward:  -10.906, Eval reward:   67.195, TD loss:   149.3, Epsiode:   94, Epsilon:    0.01
Iteration:   67500, Train reward:  -13.099, Eval reward:   79.748, TD loss: 136.156, Epsiode:   94, Epsilon:    0.01
Iteration:   67600, Train reward:   -7.526, Eval reward:   77.192, TD loss: 113.646, Epsiode:   94, Epsilon:    0.01
Iteration:   67700, Train reward:   19.505, Eval reward:   65.552, TD loss: 125.489, Epsiode:   95, Epsilon:    0.01
Iteration:   67800, Train reward:    1.721, Eval reward:   67.419, TD loss: 134.192, Epsiode:   95, Epsilon:    0.01
Iteration:   67900, Train reward:   13.479, Eval reward:   83.344, TD loss: 108.464, Epsiode:   95, Epsilon:    0.01
Iteration:   68000, Train reward:   -4.316, Eval reward:  -69.331, TD loss: 122.192, Epsiode:   95, Epsilon:    0.01
Iteration:   68100, Train reward:   -9.135, Eval reward:  -90.268, TD loss: 124.905, Epsiode:   95, Epsilon:    0.01
Iteration:   68200, Train reward:    -0.32, Eval reward:   -70.75, TD loss: 127.085, Epsiode:   95, Epsilon:    0.01
Iteration:   68300, Train reward:   11.775, Eval reward:  -77.105, TD loss: 141.874, Epsiode:   95, Epsilon:    0.01
Iteration:   68400, Train reward:   15.068, Eval reward:  -77.443, TD loss: 136.102, Epsiode:   95, Epsilon:    0.01
Iteration:   68500, Train reward:   13.219, Eval reward:  -51.097, TD loss: 127.601, Epsiode:   95, Epsilon:    0.01
Iteration:   68600, Train reward:   -3.303, Eval reward:  -45.205, TD loss: 145.123, Epsiode:   96, Epsilon:    0.01
Iteration:   68700, Train reward:  -19.549, Eval reward:  -82.478, TD loss: 143.698, Epsiode:   96, Epsilon:    0.01
Iteration:   68800, Train reward:   -2.258, Eval reward:  -72.242, TD loss: 126.606, Epsiode:   96, Epsilon:    0.01
Iteration:   68900, Train reward:     -8.3, Eval reward:  -64.156, TD loss: 124.622, Epsiode:   96, Epsilon:    0.01
Iteration:   69000, Train reward:  -27.407, Eval reward:    -6.91, TD loss: 136.254, Epsiode:   96, Epsilon:    0.01
Iteration:   69100, Train reward:    0.868, Eval reward:    2.345, TD loss: 136.514, Epsiode:   96, Epsilon:    0.01
Iteration:   69200, Train reward:    9.211, Eval reward:    4.706, TD loss: 137.643, Epsiode:   96, Epsilon:    0.01
Iteration:   69300, Train reward:  -17.203, Eval reward:    5.855, TD loss: 136.961, Epsiode:   97, Epsilon:    0.01
Iteration:   69400, Train reward:     0.43, Eval reward:  -15.352, TD loss: 125.323, Epsiode:   97, Epsilon:    0.01
Iteration:   69500, Train reward:    4.587, Eval reward:    7.166, TD loss: 129.439, Epsiode:   97, Epsilon:    0.01
Iteration:   69600, Train reward:  -18.526, Eval reward:    0.218, TD loss: 137.188, Epsiode:   97, Epsilon:    0.01
Iteration:   69700, Train reward:    6.844, Eval reward:    6.454, TD loss: 121.963, Epsiode:   97, Epsilon:    0.01
Iteration:   69800, Train reward:  -23.775, Eval reward:    9.381, TD loss: 128.136, Epsiode:   98, Epsilon:    0.01
Iteration:   69900, Train reward:    3.252, Eval reward:  -13.764, TD loss: 144.297, Epsiode:   98, Epsilon:    0.01
Iteration:   70000, Train reward:  -10.513, Eval reward:  107.041, TD loss:  124.61, Epsiode:   98, Epsilon:    0.01
Iteration:   70100, Train reward:  -24.131, Eval reward:   95.052, TD loss: 120.704, Epsiode:   98, Epsilon:    0.01
Iteration:   70200, Train reward:   -27.83, Eval reward:   93.516, TD loss: 139.341, Epsiode:   98, Epsilon:    0.01
Iteration:   70300, Train reward:  -11.003, Eval reward:  109.976, TD loss: 135.683, Epsiode:   98, Epsilon:    0.01
Iteration:   70400, Train reward:  -20.184, Eval reward:  114.118, TD loss: 140.317, Epsiode:   98, Epsilon:    0.01
Iteration:   70500, Train reward:    4.452, Eval reward:  111.986, TD loss: 125.872, Epsiode:   99, Epsilon:    0.01
Iteration:   70600, Train reward:    6.277, Eval reward:   95.328, TD loss: 143.346, Epsiode:   99, Epsilon:    0.01
Iteration:   70700, Train reward:   18.813, Eval reward:   95.955, TD loss: 145.917, Epsiode:   99, Epsilon:    0.01
Iteration:   70800, Train reward:   12.713, Eval reward:   96.906, TD loss: 130.207, Epsiode:   99, Epsilon:    0.01
Iteration:   70900, Train reward:   13.245, Eval reward:  104.097, TD loss:  136.57, Epsiode:   99, Epsilon:    0.01
Iteration:   71000, Train reward:    3.016, Eval reward:   77.624, TD loss: 137.742, Epsiode:   99, Epsilon:    0.01
Iteration:   71100, Train reward:   -8.895, Eval reward:   86.005, TD loss: 135.064, Epsiode:   99, Epsilon:    0.01
Iteration:   71200, Train reward:   -1.201, Eval reward:   87.499, TD loss: 143.406, Epsiode:  100, Epsilon:    0.01
Iteration:   71300, Train reward:    6.927, Eval reward:   78.285, TD loss: 163.072, Epsiode:  100, Epsilon:    0.01
Iteration:   71400, Train reward:     1.66, Eval reward:   88.728, TD loss: 140.344, Epsiode:  100, Epsilon:    0.01
Iteration:   71500, Train reward:   16.958, Eval reward:   74.556, TD loss: 149.655, Epsiode:  100, Epsilon:    0.01
Iteration:   71600, Train reward:   -5.244, Eval reward:   70.005, TD loss: 135.292, Epsiode:  100, Epsilon:    0.01
Iteration:   71700, Train reward:    -6.19, Eval reward:   69.756, TD loss: 140.578, Epsiode:  101, Epsilon:    0.01
Iteration:   71800, Train reward:   12.999, Eval reward:   67.823, TD loss: 128.405, Epsiode:  101, Epsilon:    0.01
Iteration:   71900, Train reward:     6.62, Eval reward:   69.646, TD loss: 148.529, Epsiode:  101, Epsilon:    0.01
Iteration:   72000, Train reward:   12.226, Eval reward:   93.827, TD loss:  125.96, Epsiode:  101, Epsilon:    0.01
Iteration:   72100, Train reward:   14.905, Eval reward:   80.587, TD loss: 126.469, Epsiode:  101, Epsilon:    0.01
Iteration:   72200, Train reward:   16.842, Eval reward:    98.12, TD loss: 145.833, Epsiode:  101, Epsilon:    0.01
Iteration:   72300, Train reward:   28.868, Eval reward:   85.848, TD loss: 134.413, Epsiode:  101, Epsilon:    0.01
Iteration:   72400, Train reward:   10.035, Eval reward:  119.567, TD loss: 126.644, Epsiode:  101, Epsilon:    0.01
Iteration:   72500, Train reward:    21.98, Eval reward:   96.918, TD loss: 137.299, Epsiode:  101, Epsilon:    0.01
Iteration:   72600, Train reward:  -10.092, Eval reward:   84.078, TD loss: 111.762, Epsiode:  101, Epsilon:    0.01
Iteration:   72700, Train reward:   26.212, Eval reward:   90.993, TD loss: 128.856, Epsiode:  102, Epsilon:    0.01
Iteration:   72800, Train reward:    9.992, Eval reward:  116.664, TD loss: 123.352, Epsiode:  102, Epsilon:    0.01
Iteration:   72900, Train reward:   17.701, Eval reward:   96.553, TD loss: 160.275, Epsiode:  102, Epsilon:    0.01
Iteration:   73000, Train reward:   28.285, Eval reward:   71.066, TD loss: 133.955, Epsiode:  103, Epsilon:    0.01
Iteration:   73100, Train reward:    9.665, Eval reward:    49.27, TD loss: 136.583, Epsiode:  103, Epsilon:    0.01
Iteration:   73200, Train reward:   15.862, Eval reward:    49.71, TD loss: 129.652, Epsiode:  103, Epsilon:    0.01
Iteration:   73300, Train reward:   11.216, Eval reward:   54.807, TD loss: 139.565, Epsiode:  103, Epsilon:    0.01
Iteration:   73400, Train reward:   11.588, Eval reward:   50.028, TD loss: 135.911, Epsiode:  103, Epsilon:    0.01
Iteration:   73500, Train reward:   20.435, Eval reward:   50.317, TD loss: 129.099, Epsiode:  103, Epsilon:    0.01
Iteration:   73600, Train reward:    15.62, Eval reward:   64.882, TD loss: 150.944, Epsiode:  103, Epsilon:    0.01
Iteration:   73700, Train reward:    8.728, Eval reward:   63.883, TD loss: 124.043, Epsiode:  103, Epsilon:    0.01
Iteration:   73800, Train reward:   27.815, Eval reward:   64.388, TD loss: 162.979, Epsiode:  104, Epsilon:    0.01
Iteration:   73900, Train reward:   29.732, Eval reward:   79.977, TD loss: 144.998, Epsiode:  104, Epsilon:    0.01
Iteration:   74000, Train reward:   12.605, Eval reward:  -36.065, TD loss:  129.25, Epsiode:  104, Epsilon:    0.01
Iteration:   74100, Train reward:   33.898, Eval reward:  -37.582, TD loss: 136.109, Epsiode:  104, Epsilon:    0.01
Iteration:   74200, Train reward:   42.016, Eval reward:  -13.478, TD loss:  136.91, Epsiode:  104, Epsilon:    0.01
Iteration:   74300, Train reward:   22.399, Eval reward:  -28.227, TD loss: 140.928, Epsiode:  104, Epsilon:    0.01
Iteration:   74400, Train reward:   44.682, Eval reward:  -31.946, TD loss: 135.622, Epsiode:  105, Epsilon:    0.01
Iteration:   74500, Train reward:   34.946, Eval reward:  -16.524, TD loss: 141.424, Epsiode:  105, Epsilon:    0.01
Iteration:   74600, Train reward:    39.96, Eval reward:  -22.456, TD loss:  126.46, Epsiode:  105, Epsilon:    0.01
Iteration:   74700, Train reward:   30.296, Eval reward:  -32.454, TD loss:  131.71, Epsiode:  105, Epsilon:    0.01
Iteration:   74800, Train reward:   23.599, Eval reward:  -40.701, TD loss: 145.444, Epsiode:  105, Epsilon:    0.01
Iteration:   74900, Train reward:   65.904, Eval reward:  -11.933, TD loss:  124.64, Epsiode:  105, Epsilon:    0.01
Iteration:   75000, Train reward:   33.354, Eval reward:  152.073, TD loss: 129.271, Epsiode:  105, Epsilon:    0.01
Iteration:   75100, Train reward:   31.897, Eval reward:  160.076, TD loss:  145.29, Epsiode:  105, Epsilon:    0.01
Iteration:   75200, Train reward:   32.021, Eval reward:  149.462, TD loss: 120.638, Epsiode:  105, Epsilon:    0.01
Iteration:   75300, Train reward:   53.785, Eval reward:  158.802, TD loss: 149.555, Epsiode:  106, Epsilon:    0.01
Iteration:   75400, Train reward:   31.651, Eval reward:  147.176, TD loss: 146.109, Epsiode:  106, Epsilon:    0.01
Iteration:   75500, Train reward:   42.529, Eval reward:  150.882, TD loss: 147.147, Epsiode:  106, Epsilon:    0.01
Iteration:   75600, Train reward:     33.2, Eval reward:  141.768, TD loss: 124.096, Epsiode:  106, Epsilon:    0.01
Iteration:   75700, Train reward:   31.136, Eval reward:  159.242, TD loss: 158.641, Epsiode:  106, Epsilon:    0.01
Iteration:   75800, Train reward:   44.221, Eval reward:  146.528, TD loss: 129.917, Epsiode:  106, Epsilon:    0.01
Iteration:   75900, Train reward:    32.95, Eval reward:  155.254, TD loss:  116.23, Epsiode:  106, Epsilon:    0.01
Iteration:   76000, Train reward:    27.47, Eval reward:  -38.569, TD loss: 139.241, Epsiode:  106, Epsilon:    0.01
Iteration:   76100, Train reward:    35.97, Eval reward:  -42.123, TD loss: 151.024, Epsiode:  106, Epsilon:    0.01
Iteration:   76200, Train reward:   43.681, Eval reward:  -39.073, TD loss: 140.998, Epsiode:  106, Epsilon:    0.01
Iteration:   76300, Train reward:   57.332, Eval reward:  -49.986, TD loss: 145.364, Epsiode:  107, Epsilon:    0.01
Iteration:   76400, Train reward:   33.216, Eval reward:   -44.28, TD loss: 138.931, Epsiode:  107, Epsilon:    0.01
Iteration:   76500, Train reward:    48.27, Eval reward:  -70.876, TD loss: 140.536, Epsiode:  107, Epsilon:    0.01
Iteration:   76600, Train reward:   48.892, Eval reward:   -42.75, TD loss: 136.539, Epsiode:  107, Epsilon:    0.01
Iteration:   76700, Train reward:   38.239, Eval reward:  -23.715, TD loss: 142.084, Epsiode:  107, Epsilon:    0.01
Iteration:   76800, Train reward:   52.221, Eval reward:  -43.147, TD loss: 124.495, Epsiode:  107, Epsilon:    0.01
Iteration:   76900, Train reward:   51.382, Eval reward:  -23.333, TD loss: 125.358, Epsiode:  108, Epsilon:    0.01
Iteration:   77000, Train reward:   36.444, Eval reward:   33.363, TD loss: 145.347, Epsiode:  108, Epsilon:    0.01
Iteration:   77100, Train reward:   55.292, Eval reward:    37.62, TD loss: 146.336, Epsiode:  108, Epsilon:    0.01
Iteration:   77200, Train reward:   58.888, Eval reward:   54.646, TD loss: 144.881, Epsiode:  108, Epsilon:    0.01
Iteration:   77300, Train reward:   37.819, Eval reward:   50.228, TD loss: 151.143, Epsiode:  109, Epsilon:    0.01
Iteration:   77400, Train reward:   52.325, Eval reward:   27.148, TD loss: 137.408, Epsiode:  109, Epsilon:    0.01
Iteration:   77500, Train reward:   37.493, Eval reward:    42.12, TD loss:   139.0, Epsiode:  109, Epsilon:    0.01
Iteration:   77600, Train reward:   47.425, Eval reward:    37.09, TD loss: 153.282, Epsiode:  109, Epsilon:    0.01
Iteration:   77700, Train reward:   42.724, Eval reward:    10.84, TD loss:  145.07, Epsiode:  109, Epsilon:    0.01
Iteration:   77800, Train reward:    49.22, Eval reward:   35.967, TD loss:  145.91, Epsiode:  109, Epsilon:    0.01
Iteration:   77900, Train reward:    53.74, Eval reward:    30.98, TD loss: 151.323, Epsiode:  110, Epsilon:    0.01
Iteration:   78000, Train reward:   48.836, Eval reward:  -25.781, TD loss: 139.341, Epsiode:  110, Epsilon:    0.01
Iteration:   78100, Train reward:   66.694, Eval reward:  -16.239, TD loss: 148.522, Epsiode:  110, Epsilon:    0.01
Iteration:   78200, Train reward:   53.436, Eval reward:  -21.599, TD loss: 133.873, Epsiode:  110, Epsilon:    0.01
Iteration:   78300, Train reward:   51.564, Eval reward:  -15.972, TD loss: 115.447, Epsiode:  111, Epsilon:    0.01
Iteration:   78400, Train reward:   32.308, Eval reward:   -16.23, TD loss: 147.779, Epsiode:  111, Epsilon:    0.01
Iteration:   78500, Train reward:   70.341, Eval reward:  -30.832, TD loss:  133.03, Epsiode:  111, Epsilon:    0.01
Iteration:   78600, Train reward:   34.478, Eval reward:  -38.115, TD loss:  138.99, Epsiode:  112, Epsilon:    0.01
Iteration:   78700, Train reward:   34.724, Eval reward:  -18.729, TD loss: 128.518, Epsiode:  112, Epsilon:    0.01
Iteration:   78800, Train reward:   42.129, Eval reward:  -14.751, TD loss: 125.148, Epsiode:  112, Epsilon:    0.01
Iteration:   78900, Train reward:   36.829, Eval reward:  -21.999, TD loss:  155.86, Epsiode:  112, Epsilon:    0.01
Iteration:   79000, Train reward:   31.793, Eval reward:   35.887, TD loss: 140.289, Epsiode:  113, Epsilon:    0.01
Iteration:   79100, Train reward:   39.843, Eval reward:   44.564, TD loss: 140.065, Epsiode:  113, Epsilon:    0.01
Iteration:   79200, Train reward:   46.807, Eval reward:   38.033, TD loss: 159.182, Epsiode:  113, Epsilon:    0.01
Iteration:   79300, Train reward:   30.242, Eval reward:   44.314, TD loss: 136.078, Epsiode:  113, Epsilon:    0.01
Iteration:   79400, Train reward:   42.455, Eval reward:    61.62, TD loss: 140.692, Epsiode:  113, Epsilon:    0.01
Iteration:   79500, Train reward:   18.612, Eval reward:   42.184, TD loss: 137.728, Epsiode:  113, Epsilon:    0.01
Iteration:   79600, Train reward:   33.967, Eval reward:   39.358, TD loss: 143.263, Epsiode:  113, Epsilon:    0.01
Iteration:   79700, Train reward:   42.943, Eval reward:    39.65, TD loss: 123.131, Epsiode:  114, Epsilon:    0.01
Iteration:   79800, Train reward:   53.349, Eval reward:    38.24, TD loss: 138.245, Epsiode:  114, Epsilon:    0.01
Iteration:   79900, Train reward:   30.615, Eval reward:   37.783, TD loss: 140.798, Epsiode:  114, Epsilon:    0.01
Iteration:   80000, Train reward:   39.115, Eval reward:   -8.726, TD loss: 128.956, Epsiode:  114, Epsilon:    0.01
Iteration:   80100, Train reward:   34.644, Eval reward:  -16.429, TD loss: 142.519, Epsiode:  114, Epsilon:    0.01
Iteration:   80200, Train reward:   40.523, Eval reward:   -9.248, TD loss: 136.942, Epsiode:  114, Epsilon:    0.01
Iteration:   80300, Train reward:   53.998, Eval reward:  -28.581, TD loss: 143.025, Epsiode:  114, Epsilon:    0.01
Iteration:   80400, Train reward:   35.335, Eval reward:   -3.953, TD loss: 143.877, Epsiode:  114, Epsilon:    0.01
Iteration:   80500, Train reward:   50.132, Eval reward:    2.397, TD loss: 123.998, Epsiode:  114, Epsilon:    0.01
Iteration:   80600, Train reward:   31.937, Eval reward:   10.561, TD loss: 132.633, Epsiode:  114, Epsilon:    0.01
Iteration:   80700, Train reward:   17.594, Eval reward:   -15.32, TD loss: 155.505, Epsiode:  115, Epsilon:    0.01
Iteration:   80800, Train reward:   32.214, Eval reward:   12.044, TD loss: 117.139, Epsiode:  115, Epsilon:    0.01
Iteration:   80900, Train reward:    30.76, Eval reward:    8.798, TD loss: 137.333, Epsiode:  115, Epsilon:    0.01
Iteration:   81000, Train reward:   35.025, Eval reward:  -26.607, TD loss: 148.991, Epsiode:  115, Epsilon:    0.01
Iteration:   81100, Train reward:   20.588, Eval reward:   -11.35, TD loss:  148.85, Epsiode:  115, Epsilon:    0.01
Iteration:   81200, Train reward:   31.259, Eval reward:  -10.489, TD loss: 128.891, Epsiode:  115, Epsilon:    0.01
Iteration:   81300, Train reward:   29.025, Eval reward:  -26.201, TD loss: 126.228, Epsiode:  115, Epsilon:    0.01
Iteration:   81400, Train reward:   19.811, Eval reward:  -19.358, TD loss: 126.154, Epsiode:  115, Epsilon:    0.01
Iteration:   81500, Train reward:   52.488, Eval reward:   -9.156, TD loss: 150.676, Epsiode:  116, Epsilon:    0.01
Iteration:   81600, Train reward:   57.427, Eval reward:   -9.148, TD loss: 150.684, Epsiode:  116, Epsilon:    0.01
Iteration:   81700, Train reward:   54.526, Eval reward:  -45.389, TD loss: 133.605, Epsiode:  116, Epsilon:    0.01
Iteration:   81800, Train reward:    43.15, Eval reward:  -19.584, TD loss: 131.162, Epsiode:  116, Epsilon:    0.01
Iteration:   81900, Train reward:   71.356, Eval reward:  -19.537, TD loss: 146.972, Epsiode:  116, Epsilon:    0.01
Iteration:   82000, Train reward:   36.036, Eval reward:  140.951, TD loss: 138.732, Epsiode:  117, Epsilon:    0.01
Iteration:   82100, Train reward:   61.755, Eval reward:  124.517, TD loss:  132.39, Epsiode:  117, Epsilon:    0.01
Iteration:   82200, Train reward:   57.551, Eval reward:  135.172, TD loss: 136.265, Epsiode:  118, Epsilon:    0.01
Iteration:   82300, Train reward:   53.218, Eval reward:  133.783, TD loss: 145.169, Epsiode:  118, Epsilon:    0.01
Iteration:   82400, Train reward:   63.372, Eval reward:  119.896, TD loss: 158.473, Epsiode:  118, Epsilon:    0.01
Iteration:   82500, Train reward:   48.948, Eval reward:  148.375, TD loss: 131.661, Epsiode:  118, Epsilon:    0.01
Iteration:   82600, Train reward:   58.782, Eval reward:  125.974, TD loss: 131.203, Epsiode:  118, Epsilon:    0.01
Iteration:   82700, Train reward:   67.776, Eval reward:  136.128, TD loss: 143.456, Epsiode:  118, Epsilon:    0.01
Iteration:   82800, Train reward:   54.336, Eval reward:  138.813, TD loss: 138.335, Epsiode:  119, Epsilon:    0.01
Iteration:   82900, Train reward:   44.816, Eval reward:  136.914, TD loss: 121.009, Epsiode:  119, Epsilon:    0.01
Iteration:   83000, Train reward:   35.822, Eval reward:   32.525, TD loss: 155.373, Epsiode:  119, Epsilon:    0.01
Iteration:   83100, Train reward:   52.885, Eval reward:   58.014, TD loss: 134.504, Epsiode:  119, Epsilon:    0.01
Iteration:   83200, Train reward:   57.925, Eval reward:   46.437, TD loss: 134.329, Epsiode:  119, Epsilon:    0.01
Iteration:   83300, Train reward:   79.814, Eval reward:   47.606, TD loss: 144.916, Epsiode:  119, Epsilon:    0.01
Iteration:   83400, Train reward:   57.612, Eval reward:    34.75, TD loss: 135.226, Epsiode:  120, Epsilon:    0.01
Iteration:   83500, Train reward:   67.931, Eval reward:   38.771, TD loss: 135.916, Epsiode:  120, Epsilon:    0.01
Iteration:   83600, Train reward:   28.792, Eval reward:   27.815, TD loss: 160.713, Epsiode:  120, Epsilon:    0.01
Iteration:   83700, Train reward:   51.426, Eval reward:   17.278, TD loss: 142.328, Epsiode:  120, Epsilon:    0.01
Iteration:   83800, Train reward:   37.973, Eval reward:   45.274, TD loss: 146.301, Epsiode:  120, Epsilon:    0.01
Iteration:   83900, Train reward:    36.03, Eval reward:   41.315, TD loss: 162.094, Epsiode:  121, Epsilon:    0.01
Iteration:   84000, Train reward:   57.744, Eval reward:   91.637, TD loss: 150.418, Epsiode:  121, Epsilon:    0.01
Iteration:   84100, Train reward:   58.637, Eval reward:   94.722, TD loss: 140.512, Epsiode:  121, Epsilon:    0.01
Iteration:   84200, Train reward:   58.429, Eval reward:   83.558, TD loss: 156.636, Epsiode:  121, Epsilon:    0.01
Iteration:   84300, Train reward:   66.357, Eval reward:   80.635, TD loss: 149.149, Epsiode:  121, Epsilon:    0.01
Iteration:   84400, Train reward:   48.822, Eval reward:   81.175, TD loss: 147.969, Epsiode:  121, Epsilon:    0.01
Iteration:   84500, Train reward:   57.861, Eval reward:   85.863, TD loss: 159.964, Epsiode:  121, Epsilon:    0.01
Iteration:   84600, Train reward:   52.122, Eval reward:   87.137, TD loss: 138.278, Epsiode:  121, Epsilon:    0.01
Iteration:   84700, Train reward:   34.541, Eval reward:  113.869, TD loss: 132.698, Epsiode:  122, Epsilon:    0.01
Iteration:   84800, Train reward:   42.521, Eval reward:  105.008, TD loss: 135.377, Epsiode:  122, Epsilon:    0.01
Iteration:   84900, Train reward:   16.387, Eval reward:     90.1, TD loss: 165.595, Epsiode:  122, Epsilon:    0.01
Iteration:   85000, Train reward:   18.254, Eval reward:  124.018, TD loss: 142.389, Epsiode:  122, Epsilon:    0.01
Iteration:   85100, Train reward:   53.549, Eval reward:  128.741, TD loss: 132.966, Epsiode:  122, Epsilon:    0.01
Iteration:   85200, Train reward:   47.387, Eval reward:  112.884, TD loss: 131.474, Epsiode:  123, Epsilon:    0.01
Iteration:   85300, Train reward:   34.906, Eval reward:  119.665, TD loss: 171.967, Epsiode:  123, Epsilon:    0.01
Iteration:   85400, Train reward:   51.263, Eval reward:  108.417, TD loss: 136.793, Epsiode:  123, Epsilon:    0.01
Iteration:   85500, Train reward:   43.459, Eval reward:  118.572, TD loss: 116.578, Epsiode:  123, Epsilon:    0.01
Iteration:   85600, Train reward:   72.801, Eval reward:  129.469, TD loss: 151.571, Epsiode:  124, Epsilon:    0.01
Iteration:   85700, Train reward:   70.026, Eval reward:  116.491, TD loss: 141.126, Epsiode:  124, Epsilon:    0.01
Iteration:   85800, Train reward:   69.525, Eval reward:   95.732, TD loss: 139.522, Epsiode:  124, Epsilon:    0.01
Iteration:   85900, Train reward:   71.774, Eval reward:  130.956, TD loss: 136.893, Epsiode:  124, Epsilon:    0.01
Iteration:   86000, Train reward:   39.664, Eval reward:   69.966, TD loss: 145.485, Epsiode:  125, Epsilon:    0.01
Iteration:   86100, Train reward:   58.939, Eval reward:   69.856, TD loss: 153.324, Epsiode:  125, Epsilon:    0.01
Iteration:   86200, Train reward:   42.197, Eval reward:   94.208, TD loss: 146.502, Epsiode:  125, Epsilon:    0.01
Iteration:   86300, Train reward:   42.855, Eval reward:   75.833, TD loss: 142.386, Epsiode:  125, Epsilon:    0.01
Iteration:   86400, Train reward:   64.282, Eval reward:   78.043, TD loss:  154.22, Epsiode:  125, Epsilon:    0.01
Iteration:   86500, Train reward:   89.309, Eval reward:    83.14, TD loss: 136.123, Epsiode:  126, Epsilon:    0.01
Iteration:   86600, Train reward:   64.666, Eval reward:   82.176, TD loss: 155.656, Epsiode:  126, Epsilon:    0.01
Iteration:   86700, Train reward:   64.663, Eval reward:    69.71, TD loss:  148.71, Epsiode:  126, Epsilon:    0.01
Iteration:   86800, Train reward:   82.483, Eval reward:   77.801, TD loss: 138.917, Epsiode:  126, Epsilon:    0.01
Iteration:   86900, Train reward:   72.939, Eval reward:   89.795, TD loss: 134.781, Epsiode:  126, Epsilon:    0.01
Iteration:   87000, Train reward:   79.488, Eval reward:   70.836, TD loss: 141.733, Epsiode:  126, Epsilon:    0.01
Iteration:   87100, Train reward:    93.13, Eval reward:   64.892, TD loss: 139.513, Epsiode:  127, Epsilon:    0.01
Iteration:   87200, Train reward:   65.205, Eval reward:     75.1, TD loss: 171.856, Epsiode:  127, Epsilon:    0.01
Iteration:   87300, Train reward:   65.967, Eval reward:   61.311, TD loss: 144.117, Epsiode:  127, Epsilon:    0.01
Iteration:   87400, Train reward:   79.159, Eval reward:    60.81, TD loss: 129.194, Epsiode:  127, Epsilon:    0.01
Iteration:   87500, Train reward:   68.236, Eval reward:   85.578, TD loss: 137.154, Epsiode:  127, Epsilon:    0.01
Iteration:   87600, Train reward:   46.462, Eval reward:   67.694, TD loss: 128.465, Epsiode:  128, Epsilon:    0.01
Iteration:   87700, Train reward:   64.467, Eval reward:   67.373, TD loss: 143.435, Epsiode:  128, Epsilon:    0.01
Iteration:   87800, Train reward:   66.841, Eval reward:    73.59, TD loss: 152.125, Epsiode:  128, Epsilon:    0.01
Iteration:   87900, Train reward:   45.698, Eval reward:    51.29, TD loss: 136.064, Epsiode:  128, Epsilon:    0.01
