Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=10000, clip_grad=False, device='cuda', envname='LunarLander-v2', epsilon_decay=0.9, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=5, eval_period=1000, gamma=0.99, lr=0.001, max_episode_len=1000, model_dir='models/', n_iterations=300000, n_steps=1, natoms=51, no_dist=False, no_double=True, no_dueling=True, no_noisy=True, no_prioritized=True, noisy_std=0.5, save_model=False, start_update=100, target_update_period=100, vmax=100, vmin=-100, write_period=100)
Iteration:       0, Train reward:   -6.306, Eval reward: -630.191, TD loss: -10.085, Epsiode:    0, Epsilon:     1.0
Iteration:   43000, Train reward:  -66.637, Eval reward:   70.368, TD loss: 126.821, Epsiode:   64, Epsilon:    0.01
Iteration:   43100, Train reward:  -72.648, Eval reward:   54.464, TD loss: 129.966, Epsiode:   64, Epsilon:    0.01
Iteration:   43200, Train reward:  -76.308, Eval reward:   77.256, TD loss: 123.746, Epsiode:   64, Epsilon:    0.01
Iteration:   43300, Train reward:   -66.93, Eval reward:    58.67, TD loss: 127.955, Epsiode:   64, Epsilon:    0.01
Iteration:   43400, Train reward:  -70.762, Eval reward:   72.717, TD loss: 128.686, Epsiode:   64, Epsilon:    0.01
Iteration:   43500, Train reward:  -62.239, Eval reward:   58.682, TD loss: 122.074, Epsiode:   64, Epsilon:    0.01
Iteration:   43600, Train reward:  -58.293, Eval reward:     63.5, TD loss: 115.295, Epsiode:   64, Epsilon:    0.01
Iteration:   43700, Train reward:  -34.424, Eval reward:   64.702, TD loss: 127.963, Epsiode:   65, Epsilon:    0.01
Iteration:   43800, Train reward:  -56.284, Eval reward:   69.974, TD loss: 127.431, Epsiode:   65, Epsilon:    0.01
Iteration:   43900, Train reward:  -53.953, Eval reward:   60.111, TD loss: 120.035, Epsiode:   65, Epsilon:    0.01
Iteration:   44000, Train reward:  -77.362, Eval reward:   32.304, TD loss:  146.94, Epsiode:   65, Epsilon:    0.01
Iteration:   44100, Train reward:  -68.403, Eval reward:   35.112, TD loss: 115.131, Epsiode:   65, Epsilon:    0.01
Iteration:   44200, Train reward:  -72.883, Eval reward:   33.241, TD loss:  106.25, Epsiode:   65, Epsilon:    0.01
Iteration:   44300, Train reward:  -73.044, Eval reward:   23.135, TD loss: 127.224, Epsiode:   65, Epsilon:    0.01
Iteration:   44400, Train reward:   -71.85, Eval reward:    24.11, TD loss: 148.444, Epsiode:   65, Epsilon:    0.01
Iteration:   44500, Train reward:  -55.955, Eval reward:    39.41, TD loss: 133.573, Epsiode:   65, Epsilon:    0.01
Iteration:   44600, Train reward:  -70.885, Eval reward:   43.066, TD loss: 124.751, Epsiode:   65, Epsilon:    0.01
Iteration:   44700, Train reward:  -63.412, Eval reward:   43.491, TD loss: 104.912, Epsiode:   66, Epsilon:    0.01
Iteration:   44800, Train reward:  -64.039, Eval reward:   31.267, TD loss: 132.347, Epsiode:   67, Epsilon:    0.01
Iteration:   44900, Train reward:  -63.061, Eval reward:   29.196, TD loss: 109.981, Epsiode:   67, Epsilon:    0.01
Iteration:   45000, Train reward:  -66.658, Eval reward:  -45.578, TD loss:  127.31, Epsiode:   67, Epsilon:    0.01
Iteration:   45100, Train reward:  -72.397, Eval reward:  -50.913, TD loss: 131.896, Epsiode:   67, Epsilon:    0.01
Iteration:   45200, Train reward:  -39.283, Eval reward:  -51.427, TD loss:   120.9, Epsiode:   67, Epsilon:    0.01
Iteration:   45300, Train reward:   -30.55, Eval reward:   -37.79, TD loss: 130.033, Epsiode:   67, Epsilon:    0.01
Iteration:   45400, Train reward:  -31.988, Eval reward:  -52.618, TD loss: 129.265, Epsiode:   67, Epsilon:    0.01
Iteration:   45500, Train reward:  -51.351, Eval reward:  -48.567, TD loss: 125.237, Epsiode:   67, Epsilon:    0.01
Iteration:   45600, Train reward:    -56.2, Eval reward:  -44.856, TD loss: 121.022, Epsiode:   67, Epsilon:    0.01
Iteration:   45700, Train reward:   -47.59, Eval reward:  -52.703, TD loss: 111.197, Epsiode:   67, Epsilon:    0.01
Iteration:   45800, Train reward:  -39.738, Eval reward:  -54.111, TD loss: 141.089, Epsiode:   68, Epsilon:    0.01
Iteration:   45900, Train reward:  -31.072, Eval reward:  -64.567, TD loss: 117.727, Epsiode:   68, Epsilon:    0.01
Iteration:   46000, Train reward:  -71.684, Eval reward:  -74.262, TD loss: 144.528, Epsiode:   68, Epsilon:    0.01
Iteration:   46100, Train reward:  -65.808, Eval reward:  -99.772, TD loss:  123.05, Epsiode:   68, Epsilon:    0.01
Iteration:   46200, Train reward:  -47.979, Eval reward:  -74.934, TD loss: 115.933, Epsiode:   68, Epsilon:    0.01
Iteration:   46300, Train reward:  -39.444, Eval reward:  -81.007, TD loss: 127.841, Epsiode:   68, Epsilon:    0.01
Iteration:   46400, Train reward:  -36.857, Eval reward:  -65.909, TD loss:  122.41, Epsiode:   68, Epsilon:    0.01
Iteration:   46500, Train reward:  -37.536, Eval reward:  -82.802, TD loss: 122.485, Epsiode:   69, Epsilon:    0.01
Iteration:   46600, Train reward:  -34.063, Eval reward:  -82.124, TD loss: 133.026, Epsiode:   69, Epsilon:    0.01
Iteration:   46700, Train reward:  -47.709, Eval reward:  -93.746, TD loss: 136.582, Epsiode:   69, Epsilon:    0.01
Iteration:   46800, Train reward:  -42.425, Eval reward:   -86.41, TD loss:  127.43, Epsiode:   69, Epsilon:    0.01
Iteration:   46900, Train reward:  -53.943, Eval reward:   -71.57, TD loss: 129.395, Epsiode:   69, Epsilon:    0.01
Iteration:   47000, Train reward:  -49.485, Eval reward:  -12.871, TD loss: 114.746, Epsiode:   69, Epsilon:    0.01
Iteration:   47100, Train reward:  -36.492, Eval reward:   -17.17, TD loss: 140.883, Epsiode:   69, Epsilon:    0.01
Iteration:   47200, Train reward:  -57.305, Eval reward:  -27.216, TD loss:  122.88, Epsiode:   69, Epsilon:    0.01
Iteration:   47300, Train reward:  -43.376, Eval reward:  -15.719, TD loss: 133.147, Epsiode:   70, Epsilon:    0.01
Iteration:   47400, Train reward:  -51.755, Eval reward:  -27.574, TD loss: 131.029, Epsiode:   70, Epsilon:    0.01
Iteration:   47500, Train reward:  -13.899, Eval reward:  -10.641, TD loss: 136.255, Epsiode:   70, Epsilon:    0.01
Iteration:   47600, Train reward:  -57.938, Eval reward:  -21.221, TD loss: 130.183, Epsiode:   70, Epsilon:    0.01
Iteration:   47700, Train reward:  -19.555, Eval reward:  -13.214, TD loss: 120.004, Epsiode:   71, Epsilon:    0.01
Iteration:   47800, Train reward:  -26.737, Eval reward:  -14.431, TD loss: 126.875, Epsiode:   71, Epsilon:    0.01
Iteration:   47900, Train reward:  -40.253, Eval reward:  -13.529, TD loss: 121.721, Epsiode:   72, Epsilon:    0.01
Iteration:   48000, Train reward:   -32.88, Eval reward:  103.689, TD loss: 133.701, Epsiode:   72, Epsilon:    0.01
Iteration:   48100, Train reward:  -42.774, Eval reward:  113.723, TD loss:  126.14, Epsiode:   72, Epsilon:    0.01
Iteration:   48200, Train reward:  -17.974, Eval reward:   96.327, TD loss: 129.513, Epsiode:   72, Epsilon:    0.01
Iteration:   48300, Train reward:  -33.358, Eval reward:  111.885, TD loss: 135.992, Epsiode:   72, Epsilon:    0.01
Iteration:   48400, Train reward:  -33.774, Eval reward:  103.034, TD loss: 136.882, Epsiode:   73, Epsilon:    0.01
Iteration:   48500, Train reward:   -26.82, Eval reward:  104.724, TD loss: 145.363, Epsiode:   73, Epsilon:    0.01
Iteration:   48600, Train reward:  -11.113, Eval reward:  109.422, TD loss: 135.502, Epsiode:   73, Epsilon:    0.01
Iteration:   48700, Train reward:  -23.454, Eval reward:  129.106, TD loss: 151.488, Epsiode:   73, Epsilon:    0.01
Iteration:   48800, Train reward:  -23.475, Eval reward:   102.41, TD loss: 146.481, Epsiode:   73, Epsilon:    0.01
Iteration:   48900, Train reward:  -33.118, Eval reward:  108.493, TD loss:  135.53, Epsiode:   73, Epsilon:    0.01
Iteration:   49000, Train reward:  -23.398, Eval reward:   64.408, TD loss: 147.166, Epsiode:   73, Epsilon:    0.01
Iteration:   49100, Train reward:  -15.709, Eval reward:   63.376, TD loss: 146.781, Epsiode:   74, Epsilon:    0.01
Iteration:   49200, Train reward:  -19.054, Eval reward:   68.521, TD loss: 141.247, Epsiode:   74, Epsilon:    0.01
Iteration:   49300, Train reward:  -13.907, Eval reward:   71.549, TD loss: 139.327, Epsiode:   74, Epsilon:    0.01
Iteration:   49400, Train reward:   -5.081, Eval reward:   71.894, TD loss: 152.227, Epsiode:   74, Epsilon:    0.01
Iteration:   49500, Train reward:   -8.402, Eval reward:   103.79, TD loss: 133.966, Epsiode:   75, Epsilon:    0.01
Iteration:   49600, Train reward:    -6.87, Eval reward:   76.892, TD loss: 142.654, Epsiode:   75, Epsilon:    0.01
Iteration:   49700, Train reward:   -9.645, Eval reward:   79.503, TD loss: 141.915, Epsiode:   75, Epsilon:    0.01
Iteration:   49800, Train reward:  -19.684, Eval reward:    72.15, TD loss: 131.504, Epsiode:   75, Epsilon:    0.01
Iteration:   49900, Train reward:   -5.684, Eval reward:    78.04, TD loss: 141.617, Epsiode:   75, Epsilon:    0.01
Iteration:   50000, Train reward:  -29.945, Eval reward:  199.184, TD loss: 138.831, Epsiode:   75, Epsilon:    0.01
Iteration:   50100, Train reward:   -1.878, Eval reward:  170.378, TD loss: 127.697, Epsiode:   75, Epsilon:    0.01
Iteration:   50200, Train reward:   -30.49, Eval reward:    196.1, TD loss: 136.446, Epsiode:   75, Epsilon:    0.01
Iteration:   50300, Train reward:    4.086, Eval reward:  185.153, TD loss:  144.45, Epsiode:   75, Epsilon:    0.01
Iteration:   50400, Train reward:  -23.142, Eval reward:  179.572, TD loss: 126.683, Epsiode:   75, Epsilon:    0.01
Iteration:   50500, Train reward:  -19.441, Eval reward:  197.679, TD loss: 134.854, Epsiode:   76, Epsilon:    0.01
Iteration:   50600, Train reward:   -7.531, Eval reward:  191.543, TD loss: 124.277, Epsiode:   76, Epsilon:    0.01
Iteration:   50700, Train reward:   -1.771, Eval reward:  188.672, TD loss: 113.805, Epsiode:   76, Epsilon:    0.01
Iteration:   50800, Train reward:  -12.196, Eval reward:  176.677, TD loss: 136.192, Epsiode:   76, Epsilon:    0.01
Iteration:   50900, Train reward:  -33.833, Eval reward:  193.693, TD loss: 134.712, Epsiode:   76, Epsilon:    0.01
Iteration:   51000, Train reward:  -13.852, Eval reward:  107.466, TD loss: 148.225, Epsiode:   76, Epsilon:    0.01
Iteration:   51100, Train reward:    1.326, Eval reward:   94.588, TD loss: 147.035, Epsiode:   77, Epsilon:    0.01
Iteration:   51200, Train reward:   -8.158, Eval reward:   99.392, TD loss: 139.287, Epsiode:   77, Epsilon:    0.01
Iteration:   51300, Train reward:   -6.193, Eval reward:   111.12, TD loss: 126.153, Epsiode:   77, Epsilon:    0.01
Iteration:   51400, Train reward:   -0.642, Eval reward:  104.069, TD loss: 134.102, Epsiode:   77, Epsilon:    0.01
Iteration:   51500, Train reward:    -2.62, Eval reward:   97.667, TD loss: 126.943, Epsiode:   77, Epsilon:    0.01
Iteration:   51600, Train reward:   12.574, Eval reward:   81.102, TD loss: 125.935, Epsiode:   78, Epsilon:    0.01
Iteration:   51700, Train reward:    9.268, Eval reward:   96.969, TD loss: 149.715, Epsiode:   78, Epsilon:    0.01
Iteration:   51800, Train reward:   21.834, Eval reward:   103.54, TD loss: 136.321, Epsiode:   78, Epsilon:    0.01
Iteration:   51900, Train reward:   16.554, Eval reward:    81.07, TD loss: 119.986, Epsiode:   78, Epsilon:    0.01
Iteration:   52000, Train reward:   19.369, Eval reward: -107.752, TD loss: 145.496, Epsiode:   78, Epsilon:    0.01
Iteration:   52100, Train reward:   36.144, Eval reward: -103.995, TD loss: 141.771, Epsiode:   79, Epsilon:    0.01
Iteration:   52200, Train reward:   18.918, Eval reward:  -108.28, TD loss: 158.013, Epsiode:   79, Epsilon:    0.01
Iteration:   52300, Train reward:   29.381, Eval reward:  -84.461, TD loss: 138.569, Epsiode:   79, Epsilon:    0.01
Iteration:   52400, Train reward:   16.902, Eval reward:  -86.905, TD loss:  138.78, Epsiode:   79, Epsilon:    0.01
Iteration:   52500, Train reward:    45.21, Eval reward:  -77.618, TD loss: 150.484, Epsiode:   80, Epsilon:    0.01
Iteration:   52600, Train reward:   14.817, Eval reward:  -88.978, TD loss: 146.825, Epsiode:   80, Epsilon:    0.01
Iteration:   52700, Train reward:   26.236, Eval reward:  -82.029, TD loss: 128.586, Epsiode:   80, Epsilon:    0.01
Iteration:   52800, Train reward:   35.676, Eval reward:  -91.328, TD loss: 141.827, Epsiode:   80, Epsilon:    0.01
Iteration:   52900, Train reward:   60.292, Eval reward:  -95.425, TD loss: 122.795, Epsiode:   80, Epsilon:    0.01
Iteration:   53000, Train reward:   34.267, Eval reward:  -28.777, TD loss: 146.739, Epsiode:   80, Epsilon:    0.01
Iteration:   53100, Train reward:    41.85, Eval reward:  -31.106, TD loss: 153.648, Epsiode:   80, Epsilon:    0.01
Iteration:   53200, Train reward:   61.332, Eval reward:  -26.711, TD loss: 152.735, Epsiode:   81, Epsilon:    0.01
Iteration:   53300, Train reward:   45.546, Eval reward:  -18.418, TD loss: 129.858, Epsiode:   81, Epsilon:    0.01
Iteration:   53400, Train reward:   43.176, Eval reward:  -19.285, TD loss: 161.005, Epsiode:   81, Epsilon:    0.01
Iteration:   53500, Train reward:    48.22, Eval reward:   -35.82, TD loss: 139.783, Epsiode:   81, Epsilon:    0.01
Iteration:   53600, Train reward:   49.291, Eval reward:  -22.615, TD loss: 151.324, Epsiode:   81, Epsilon:    0.01
Iteration:   53700, Train reward:    61.29, Eval reward:  -17.835, TD loss: 115.582, Epsiode:   81, Epsilon:    0.01
Iteration:   53800, Train reward:   50.631, Eval reward:  -33.322, TD loss: 131.348, Epsiode:   81, Epsilon:    0.01
Iteration:   53900, Train reward:   55.941, Eval reward:  -39.252, TD loss: 154.931, Epsiode:   82, Epsilon:    0.01
Iteration:   54000, Train reward:   58.997, Eval reward:   19.085, TD loss: 142.412, Epsiode:   82, Epsilon:    0.01
Iteration:   54100, Train reward:   31.123, Eval reward:   17.726, TD loss:  146.18, Epsiode:   82, Epsilon:    0.01
Iteration:   54200, Train reward:   46.049, Eval reward:    4.042, TD loss: 167.466, Epsiode:   82, Epsilon:    0.01
Iteration:   54300, Train reward:   30.776, Eval reward:   12.548, TD loss: 148.474, Epsiode:   82, Epsilon:    0.01
Iteration:   54400, Train reward:   55.643, Eval reward:    -0.86, TD loss: 149.426, Epsiode:   82, Epsilon:    0.01
Iteration:   54500, Train reward:   49.558, Eval reward:   13.515, TD loss: 146.092, Epsiode:   82, Epsilon:    0.01
Iteration:   54600, Train reward:   42.954, Eval reward:    11.62, TD loss: 123.327, Epsiode:   82, Epsilon:    0.01
Iteration:   54700, Train reward:   66.951, Eval reward:   12.912, TD loss: 142.818, Epsiode:   82, Epsilon:    0.01
Iteration:   54800, Train reward:   55.018, Eval reward:   30.072, TD loss: 147.536, Epsiode:   82, Epsilon:    0.01
Iteration:   54900, Train reward:   31.508, Eval reward:   34.072, TD loss:  140.13, Epsiode:   83, Epsilon:    0.01
Iteration:   55000, Train reward:   47.623, Eval reward:  -26.297, TD loss:  134.92, Epsiode:   83, Epsilon:    0.01
Iteration:   55100, Train reward:   63.464, Eval reward:  -11.845, TD loss: 132.348, Epsiode:   83, Epsilon:    0.01
Iteration:   55200, Train reward:   47.562, Eval reward:    -8.83, TD loss: 158.889, Epsiode:   83, Epsilon:    0.01
Iteration:   55300, Train reward:   41.797, Eval reward:  -33.057, TD loss: 128.401, Epsiode:   83, Epsilon:    0.01
Iteration:   55400, Train reward:   50.206, Eval reward:  -44.635, TD loss: 139.535, Epsiode:   83, Epsilon:    0.01
Iteration:   55500, Train reward:   65.661, Eval reward:  -38.936, TD loss: 131.858, Epsiode:   83, Epsilon:    0.01
Iteration:   55600, Train reward:   55.506, Eval reward:   -27.18, TD loss: 130.974, Epsiode:   83, Epsilon:    0.01
Iteration:   55700, Train reward:   48.598, Eval reward:  -12.884, TD loss:  122.32, Epsiode:   83, Epsilon:    0.01
Iteration:   55800, Train reward:   45.493, Eval reward:  -18.146, TD loss: 140.715, Epsiode:   83, Epsilon:    0.01
Iteration:   55900, Train reward:   38.902, Eval reward:  -31.381, TD loss: 133.334, Epsiode:   84, Epsilon:    0.01
Iteration:   56000, Train reward:   39.736, Eval reward:   85.133, TD loss: 145.607, Epsiode:   84, Epsilon:    0.01
Iteration:   56100, Train reward:   46.189, Eval reward:   71.453, TD loss: 130.098, Epsiode:   84, Epsilon:    0.01
Iteration:   56200, Train reward:   38.006, Eval reward:   98.089, TD loss: 130.483, Epsiode:   84, Epsilon:    0.01
Iteration:   56300, Train reward:   65.698, Eval reward:    98.84, TD loss: 137.838, Epsiode:   84, Epsilon:    0.01
Iteration:   56400, Train reward:   49.192, Eval reward:   89.312, TD loss: 133.503, Epsiode:   84, Epsilon:    0.01
Iteration:   56500, Train reward:   38.923, Eval reward:   96.304, TD loss: 134.745, Epsiode:   84, Epsilon:    0.01
Iteration:   56600, Train reward:   74.269, Eval reward:   88.165, TD loss: 146.692, Epsiode:   85, Epsilon:    0.01
Iteration:   56700, Train reward:   62.641, Eval reward:  107.207, TD loss: 140.503, Epsiode:   85, Epsilon:    0.01
Iteration:   56800, Train reward:   72.037, Eval reward:   91.662, TD loss: 115.418, Epsiode:   85, Epsilon:    0.01
Iteration:   56900, Train reward:   69.222, Eval reward:   86.127, TD loss: 127.732, Epsiode:   85, Epsilon:    0.01
Iteration:   57000, Train reward:   67.831, Eval reward:  194.663, TD loss:  135.28, Epsiode:   85, Epsilon:    0.01
Iteration:   57100, Train reward:   74.768, Eval reward:  175.252, TD loss: 152.043, Epsiode:   86, Epsilon:    0.01
Iteration:   57200, Train reward:     72.8, Eval reward:  175.803, TD loss: 143.221, Epsiode:   86, Epsilon:    0.01
Iteration:   57300, Train reward:   70.738, Eval reward:  193.126, TD loss: 139.225, Epsiode:   86, Epsilon:    0.01
Iteration:   57400, Train reward:   83.076, Eval reward:  178.342, TD loss: 158.578, Epsiode:   86, Epsilon:    0.01
Iteration:   57500, Train reward:   72.143, Eval reward:  186.437, TD loss:  148.18, Epsiode:   86, Epsilon:    0.01
Iteration:   57600, Train reward:   76.679, Eval reward:  171.824, TD loss: 154.188, Epsiode:   86, Epsilon:    0.01
Iteration:   57700, Train reward:   69.123, Eval reward:  181.676, TD loss: 140.193, Epsiode:   86, Epsilon:    0.01
Iteration:   57800, Train reward:   77.173, Eval reward:  174.681, TD loss: 125.313, Epsiode:   87, Epsilon:    0.01
Iteration:   57900, Train reward:   77.028, Eval reward:  179.453, TD loss: 147.901, Epsiode:   87, Epsilon:    0.01
Iteration:   58000, Train reward:   91.411, Eval reward:   60.695, TD loss: 130.595, Epsiode:   87, Epsilon:    0.01
Iteration:   58100, Train reward:    67.71, Eval reward:   75.044, TD loss: 116.359, Epsiode:   87, Epsilon:    0.01
Iteration:   58200, Train reward:   82.409, Eval reward:   67.052, TD loss: 167.789, Epsiode:   87, Epsilon:    0.01
Iteration:   58300, Train reward:  105.342, Eval reward:   76.378, TD loss: 131.701, Epsiode:   88, Epsilon:    0.01
Iteration:   58400, Train reward:   109.09, Eval reward:   83.446, TD loss: 137.944, Epsiode:   88, Epsilon:    0.01
Iteration:   58500, Train reward:  110.232, Eval reward:   60.108, TD loss: 137.956, Epsiode:   88, Epsilon:    0.01
Iteration:   58600, Train reward:   94.596, Eval reward:   75.569, TD loss: 136.582, Epsiode:   88, Epsilon:    0.01
Iteration:   58700, Train reward:  104.094, Eval reward:   79.769, TD loss: 142.327, Epsiode:   88, Epsilon:    0.01
Iteration:   58800, Train reward:  126.087, Eval reward:   75.033, TD loss: 141.219, Epsiode:   89, Epsilon:    0.01
Iteration:   58900, Train reward:  100.209, Eval reward:   69.298, TD loss: 162.462, Epsiode:   89, Epsilon:    0.01
Iteration:   59000, Train reward:  102.486, Eval reward:  184.039, TD loss: 127.385, Epsiode:   89, Epsilon:    0.01
Iteration:   59100, Train reward:  100.709, Eval reward:   189.15, TD loss: 137.499, Epsiode:   89, Epsilon:    0.01
Iteration:   59200, Train reward:  110.849, Eval reward:  191.158, TD loss: 126.906, Epsiode:   90, Epsilon:    0.01
Iteration:   59300, Train reward:  127.534, Eval reward:  196.481, TD loss: 134.135, Epsiode:   90, Epsilon:    0.01
Iteration:   59400, Train reward:  110.284, Eval reward:  190.886, TD loss: 139.591, Epsiode:   90, Epsilon:    0.01
Iteration:   59500, Train reward:  129.542, Eval reward:  173.256, TD loss:  134.89, Epsiode:   90, Epsilon:    0.01
Iteration:   59600, Train reward:  121.819, Eval reward:  173.755, TD loss: 132.394, Epsiode:   90, Epsilon:    0.01
Iteration:   59700, Train reward:  116.648, Eval reward:  192.218, TD loss: 138.876, Epsiode:   91, Epsilon:    0.01
Iteration:   59800, Train reward:  120.708, Eval reward:  171.474, TD loss: 133.239, Epsiode:   91, Epsilon:    0.01
Iteration:   59900, Train reward:  113.832, Eval reward:  194.512, TD loss: 156.833, Epsiode:   91, Epsilon:    0.01
Iteration:   60000, Train reward:  108.642, Eval reward:   87.252, TD loss: 143.781, Epsiode:   91, Epsilon:    0.01
Iteration:   60100, Train reward:  127.243, Eval reward:   56.208, TD loss: 124.992, Epsiode:   92, Epsilon:    0.01
Iteration:   60200, Train reward:  136.077, Eval reward:   64.935, TD loss: 131.535, Epsiode:   92, Epsilon:    0.01
Iteration:   60300, Train reward:  129.057, Eval reward:   66.736, TD loss: 125.125, Epsiode:   92, Epsilon:    0.01
Iteration:   60400, Train reward:  134.787, Eval reward:   63.811, TD loss: 154.883, Epsiode:   92, Epsilon:    0.01
Iteration:   60500, Train reward:  140.922, Eval reward:   77.212, TD loss: 140.068, Epsiode:   92, Epsilon:    0.01
Iteration:   60600, Train reward:  151.471, Eval reward:   83.043, TD loss: 135.495, Epsiode:   92, Epsilon:    0.01
Iteration:   60700, Train reward:  128.361, Eval reward:   59.334, TD loss: 143.959, Epsiode:   92, Epsilon:    0.01
Iteration:   60800, Train reward:  142.977, Eval reward:   91.607, TD loss: 137.258, Epsiode:   92, Epsilon:    0.01
Iteration:   60900, Train reward:  155.032, Eval reward:   82.925, TD loss: 140.466, Epsiode:   93, Epsilon:    0.01
Iteration:   61000, Train reward:  157.401, Eval reward:  147.725, TD loss: 142.484, Epsiode:   93, Epsilon:    0.01
Iteration:   61100, Train reward:  151.573, Eval reward:  154.216, TD loss: 142.298, Epsiode:   93, Epsilon:    0.01
Iteration:   61200, Train reward:  146.317, Eval reward:  160.443, TD loss: 141.057, Epsiode:   93, Epsilon:    0.01
Iteration:   61300, Train reward:  134.649, Eval reward:  159.725, TD loss: 149.769, Epsiode:   93, Epsilon:    0.01
Iteration:   61400, Train reward:  138.878, Eval reward:  150.865, TD loss: 138.789, Epsiode:   93, Epsilon:    0.01
Iteration:   61500, Train reward:  131.131, Eval reward:  172.788, TD loss: 134.752, Epsiode:   93, Epsilon:    0.01
Iteration:   61600, Train reward:  133.253, Eval reward:    149.2, TD loss: 146.632, Epsiode:   93, Epsilon:    0.01
Iteration:   61700, Train reward:  150.804, Eval reward:   147.24, TD loss: 135.626, Epsiode:   93, Epsilon:    0.01
Iteration:   61800, Train reward:  131.292, Eval reward:  149.444, TD loss: 136.881, Epsiode:   94, Epsilon:    0.01
Iteration:   61900, Train reward:  148.356, Eval reward:  142.905, TD loss: 129.465, Epsiode:   94, Epsilon:    0.01
Iteration:   62000, Train reward:  133.294, Eval reward:   35.037, TD loss: 144.291, Epsiode:   94, Epsilon:    0.01
Iteration:   62100, Train reward:  138.041, Eval reward:   42.018, TD loss: 150.761, Epsiode:   94, Epsilon:    0.01
Iteration:   62200, Train reward:  142.337, Eval reward:   55.414, TD loss: 127.102, Epsiode:   94, Epsilon:    0.01
Iteration:   62300, Train reward:  148.441, Eval reward:   44.346, TD loss: 137.247, Epsiode:   94, Epsilon:    0.01
Iteration:   62400, Train reward:  147.912, Eval reward:   76.013, TD loss: 140.323, Epsiode:   95, Epsilon:    0.01
Iteration:   62500, Train reward:   156.19, Eval reward:   16.374, TD loss: 130.351, Epsiode:   95, Epsilon:    0.01
Iteration:   62600, Train reward:  160.505, Eval reward:   39.127, TD loss: 146.586, Epsiode:   95, Epsilon:    0.01
Iteration:   62700, Train reward:  148.274, Eval reward:   43.012, TD loss: 135.683, Epsiode:   95, Epsilon:    0.01
Iteration:   62800, Train reward:  148.411, Eval reward:   60.029, TD loss: 150.172, Epsiode:   95, Epsilon:    0.01
Iteration:   62900, Train reward:  157.757, Eval reward:   51.896, TD loss: 135.872, Epsiode:   95, Epsilon:    0.01
Iteration:   63000, Train reward:  135.727, Eval reward:  -26.723, TD loss:  132.55, Epsiode:   95, Epsilon:    0.01
Iteration:   63100, Train reward:  132.104, Eval reward:  -18.401, TD loss:  135.59, Epsiode:   95, Epsilon:    0.01
Iteration:   63200, Train reward:  157.959, Eval reward:   -8.858, TD loss: 155.113, Epsiode:   95, Epsilon:    0.01
Iteration:   63300, Train reward:  149.219, Eval reward:  -15.483, TD loss: 153.102, Epsiode:   95, Epsilon:    0.01
Iteration:   63400, Train reward:  166.304, Eval reward:  -16.589, TD loss: 135.569, Epsiode:   96, Epsilon:    0.01
Iteration:   63500, Train reward:  157.801, Eval reward:  -16.303, TD loss: 155.004, Epsiode:   96, Epsilon:    0.01
Iteration:   63600, Train reward:  126.457, Eval reward:  -18.796, TD loss: 138.091, Epsiode:   96, Epsilon:    0.01
Iteration:   63700, Train reward:  144.831, Eval reward:    7.972, TD loss: 125.284, Epsiode:   96, Epsilon:    0.01
Iteration:   63800, Train reward:  142.657, Eval reward:   -3.105, TD loss: 155.595, Epsiode:   96, Epsilon:    0.01
Iteration:   63900, Train reward:  141.442, Eval reward:   -3.192, TD loss:  145.87, Epsiode:   96, Epsilon:    0.01
Iteration:   64000, Train reward:  148.678, Eval reward:  -49.951, TD loss: 111.696, Epsiode:   96, Epsilon:    0.01
Iteration:   64100, Train reward:  147.166, Eval reward:  -62.431, TD loss:  121.81, Epsiode:   96, Epsilon:    0.01
Iteration:   64200, Train reward:  151.582, Eval reward:  -36.719, TD loss: 132.601, Epsiode:   96, Epsilon:    0.01
Iteration:   64300, Train reward:  145.543, Eval reward:  -54.179, TD loss: 114.156, Epsiode:   96, Epsilon:    0.01
Iteration:   64400, Train reward:  151.377, Eval reward:  -52.355, TD loss: 129.429, Epsiode:   97, Epsilon:    0.01
Iteration:   64500, Train reward:  139.015, Eval reward:  -44.503, TD loss: 154.566, Epsiode:   97, Epsilon:    0.01
Iteration:   64600, Train reward:   156.79, Eval reward:  -43.689, TD loss: 128.925, Epsiode:   97, Epsilon:    0.01
Iteration:   64700, Train reward:  153.883, Eval reward:   -42.51, TD loss: 129.323, Epsiode:   97, Epsilon:    0.01
Iteration:   64800, Train reward:  170.115, Eval reward:  -55.586, TD loss: 142.261, Epsiode:   97, Epsilon:    0.01
Iteration:   64900, Train reward:  170.902, Eval reward:  -57.445, TD loss:  142.42, Epsiode:   97, Epsilon:    0.01
Iteration:   65000, Train reward:  136.911, Eval reward:  -19.222, TD loss: 130.453, Epsiode:   98, Epsilon:    0.01
Iteration:   65100, Train reward:  159.333, Eval reward:   -8.078, TD loss: 143.248, Epsiode:   98, Epsilon:    0.01
Iteration:   65200, Train reward:  158.413, Eval reward:   -7.821, TD loss: 136.284, Epsiode:   98, Epsilon:    0.01
Iteration:   65300, Train reward:  148.334, Eval reward:  -23.553, TD loss: 137.014, Epsiode:   98, Epsilon:    0.01
Iteration:   65400, Train reward:   163.93, Eval reward:   -5.988, TD loss:  133.53, Epsiode:   98, Epsilon:    0.01
